=== ICMP Latency Summary (RFC 8456 §5.1.2) ===
Topology : Large (~500+ hosts, 48-port switches)   Pairs: 252

Pair                           Min(ms)    Avg(ms)    Max(ms)    Loss(%)   
h103->h355                      0.013     0.317      155.403    0%        
h104->h356                      0.013     0.728      393.870    0%        
h105->h357                      0.014     0.694      381.666    0%        
h106->h358                      0.013     0.352      174.144    0%        
h107->h359                      0.013     0.669      362.352    0%        
h108->h360                      0.013     0.370      178.322    0%        
h109->h361                      0.014     0.308      147.538    0%        
h110->h362                      0.014     0.683      369.532    0%        
h111->h363                      0.013     0.734      407.895    0%        
h112->h364                      0.014     0.696      380.908    0%        
h113->h365                      0.012     0.699      372.102    0%        
h114->h366                      0.012     0.367      183.763    0%        
h115->h367                      0.014     0.703      383.276    0%        
h116->h368                      0.013     0.640      352.958    0%        
h117->h369                      0.013     0.314      149.213    0%        
h118->h370                      0.013     0.681      361.098    0%        
h119->h371                      0.014     0.661      362.963    0%        
h120->h372                      0.012     0.722      403.846    0%        
h121->h373                      0.013     0.402      200.235    0%        
h122->h374                      0.014     0.708      199.361    0%        
h123->h375                      0.013     0.767      230.434    0%        
h124->h376                      0.013     0.836      255.000    0%        
h125->h377                      0.014     0.620      337.059    0%        
h126->h378                      0.014     0.891      265.064    0%        
h127->h379                      0.013     0.923      265.107    0%        
h128->h380                      0.012     1.095      418.965    0%        
h129->h381                      0.013     1.336      559.882    0%        
h130->h382                      0.014     0.850      238.863    0%        
h131->h383                      0.013     0.827      465.757    0%        
h132->h384                      0.013     0.415      191.315    0%        
h133->h385                      0.013     0.859      476.273    0%        
h134->h386                      0.014     1.268      448.862    0%        
h135->h387                      0.014     0.863      474.189    0%        
h136->h388                      0.013     1.368      554.363    0%        
h137->h389                      0.014     0.381      192.858    0%        
h138->h390                      0.013     0.765      229.359    0%        
h139->h391                      0.014     1.293      462.273    0%        
h140->h392                      0.013     1.274      473.919    0%        
h141->h393                      0.013     1.313      465.647    0%        
h142->h394                      0.011     1.397      561.025    0%        
h143->h395                      0.013     1.264      462.195    0%        
h144->h396                      0.013     0.724      390.647    0%        
h145->h397                      0.014     0.710      393.027    0%        
h146->h398                      0.013     0.906      503.778    0%        
h147->h399                      0.014     0.888      493.398    0%        
h148->h400                      0.013     0.860      478.935    0%        
h149->h401                      0.014     0.857      485.247    0%        
h150->h402                      0.014     0.412      195.888    0%        
h151->h403                      0.013     0.385      194.960    0%        
h152->h404                      0.014     0.726      391.475    0%        
h153->h405                      0.013     1.040      400.605    0%        
h154->h406                      0.012     1.221      525.465    0%        
h155->h407                      0.013     0.715      384.871    0%        
h156->h408                      0.014     1.320      543.568    0%        
h157->h409                      0.013     0.737      393.119    0%        
h158->h410                      0.014     1.429      500.658    0%        
h159->h411                      0.013     0.897      500.876    0%        
h160->h412                      0.014     0.920      516.561    0%        
h161->h413                      0.014     0.698      384.003    0%        
h162->h414                      0.014     0.920      509.415    0%        
h163->h415                      0.014     0.707      385.865    0%        
h164->h416                      0.013     0.889      494.320    0%        
h165->h417                      0.014     0.742      393.930    0%        
h166->h418                      0.013     0.734      403.658    0%        
h167->h419                      0.014     1.233      524.210    0%        
h168->h420                      0.013     1.326      544.837    0%        
h169->h421                      0.013     1.344      551.300    0%        
h170->h422                      0.013     1.323      543.737    0%        
h171->h423                      0.013     0.806      226.679    0%        
h172->h424                      0.012     1.345      549.525    0%        
h173->h425                      0.013     1.071      320.240    0%        
h174->h426                      0.013     0.927      258.724    0%        
h175->h427                      0.016     1.366      551.495    0%        
h176->h428                      0.013     0.924      257.525    0%        
h177->h429                      0.013     0.994      288.026    0%        
h178->h430                      0.013     0.885      249.498    0%        
h179->h431                      0.013     1.354      498.788    0%        
h180->h432                      0.014     0.979      281.578    0%        
h181->h433                      0.012     1.388      547.877    0%        
h182->h434                      0.012     1.158      420.967    0%        
h183->h435                      0.012     1.348      499.853    0%        
h184->h436                      0.014     0.954      271.704    0%        
h185->h437                      0.014     0.949      276.348    0%        
h186->h438                      0.013     0.973      284.527    0%        
h187->h439                      0.013     1.359      498.888    0%        
h188->h440                      0.014     1.073      335.784    0%        
h189->h441                      0.013     0.920      268.384    0%        
h190->h442                      0.014     1.339      490.110    0%        
h191->h443                      0.012     1.192      428.231    0%        
h192->h444                      0.012     1.223      439.947    0%        
h193->h445                      0.014     0.387      191.852    0%        
h194->h446                      0.013     0.982      280.171    0%        
h195->h447                      0.013     1.142      418.126    0%        
h196->h448                      0.016     0.735      208.840    0%        
h197->h449                      0.012     0.781      219.911    0%        
h198->h450                      0.013     1.023      313.136    0%        
h199->h451                      0.016     0.720      200.534    0%        
h200->h452                      0.014     0.889      263.885    0%        
h201->h453                      0.015     0.941      281.240    0%        
h202->h454                      0.015     1.273      450.054    0%        
h203->h455                      0.014     0.761      210.882    0%        
h204->h456                      0.013     0.706      199.492    0%        
h205->h457                      0.015     1.039      320.336    0%        
h206->h458                      0.012     0.796      229.558    0%        
h207->h459                      0.013     1.239      449.421    0%        
h208->h460                      0.015     0.871      251.678    0%        
h209->h461                      0.013     0.878      242.513    0%        
h210->h462                      0.013     1.304      469.270    0%        
h211->h463                      0.014     0.913      265.823    0%        
h212->h464                      0.014     0.810      233.661    0%        
h213->h465                      0.012     0.942      274.685    0%        
h214->h466                      0.013     1.243      438.214    0%        
h215->h467                      0.014     1.256      456.255    0%        
h216->h468                      0.012     0.734      209.992    0%        
h217->h469                      0.013     0.393      197.523    0%        
h218->h470                      0.013     0.385      193.914    0%        
h219->h471                      0.014     1.011      308.012    0%        
h220->h472                      0.014     0.895      278.221    0%        
h221->h473                      0.013     0.811      239.987    0%        
h222->h474                      0.013     0.374      189.211    0%        
h223->h475                      0.013     1.190      413.949    0%        
h224->h476                      0.013     0.695      199.675    0%        
h225->h477                      0.013     0.706      218.732    0%        
h226->h478                      0.012     0.869      255.394    0%        
h227->h479                      0.014     1.162      420.938    0%        
h228->h480                      0.013     1.145      424.656    0%        
h229->h481                      0.013     1.308      479.335    0%        
h230->h482                      0.014     1.023      392.055    0%        
h231->h483                      0.015     1.011      384.414    0%        
h232->h484                      0.012     0.988      300.107    0%        
h233->h485                      0.014     1.213      445.020    0%        
h234->h486                      0.014     1.170      422.182    0%        
h235->h487                      0.016     0.824      233.936    0%        
h236->h488                      0.013     1.044      319.885    0%        
h237->h489                      0.013     1.320      478.141    0%        
h238->h490                      0.014     1.220      437.980    0%        
h239->h491                      0.013     1.269      474.117    0%        
h240->h492                      0.013     0.781      226.533    0%        
h241->h493                      0.012     1.037      396.177    0%        
h242->h494                      0.013     0.824      238.563    0%        
h243->h495                      0.013     0.680      202.486    0%        
h244->h496                      0.012     1.011      388.000    0%        
h245->h497                      0.014     0.667      364.440    0%        
h246->h498                      0.014     0.395      191.797    0%        
h247->h499                      0.014     0.823      229.281    0%        
h248->h500                      0.013     0.825      243.600    0%        
h249->h501                      0.014     0.791      245.314    0%        
h250->h502                      0.014     1.113      421.632    0%        
h251->h503                      0.012     0.885      258.150    0%        
h252->h504                      0.013     1.085      404.812    0%        

Topology mean RTT : .701 ms  (across 252 pairs)
