=== ICMP Latency Summary (RFC 8456 §5.1.2) ===
Topology : Large (~500+ hosts, 48-port switches)   Pairs: 252

Pair                           Min(ms)    Avg(ms)    Max(ms)    Loss(%)   
h77->h329                       0.013     0.536      281.679    0%        
h78->h330                       0.013     0.495      260.143    0%        
h79->h331                       0.012     0.200      85.287     0%        
h80->h332                       0.014     0.260      120.089    0%        
h81->h333                       0.014     0.515      266.786    0%        
h82->h334                       0.014     0.563      296.263    0%        
h83->h335                       0.021     0.590      307.567    0%        
h84->h336                       0.013     0.592      316.796    0%        
h85->h337                       0.013     0.572      303.143    0%        
h86->h338                       0.012     0.544      287.584    0%        
h87->h339                       0.014     0.525      275.156    0%        
h88->h340                       0.014     0.573      307.848    0%        
h89->h341                       0.014     0.610      324.255    0%        
h90->h342                       0.014     0.606      323.398    0%        
h91->h343                       0.012     0.564      295.621    0%        
h92->h344                       0.013     0.562      300.968    0%        
h93->h345                       0.013     0.567      303.469    0%        
h94->h346                       0.013     0.539      286.493    0%        
h95->h347                       0.014     0.546      288.986    0%        
h96->h348                       0.014     0.276      128.440    0%        
h97->h349                       0.012     0.637      345.381    0%        
h98->h350                       0.014     0.627      335.633    0%        
h99->h351                       0.012     0.268      125.738    0%        
h100->h352                      0.013     0.281      130.705    0%        
h101->h353                      0.014     0.273      125.410    0%        
h102->h354                      0.012     0.270      126.075    0%        
h103->h355                      0.014     0.289      132.991    0%        
h104->h356                      0.014     0.608      327.211    0%        
h105->h357                      0.013     0.631      341.399    0%        
h106->h358                      0.013     0.630      338.419    0%        
h107->h359                      0.013     0.637      340.930    0%        
h108->h360                      0.012     0.620      332.123    0%        
h109->h361                      0.013     0.622      327.898    0%        
h110->h362                      0.013     0.280      130.416    0%        
h111->h363                      0.014     0.637      343.889    0%        
h112->h364                      0.013     0.616      329.528    0%        
h113->h365                      0.013     0.636      345.021    0%        
h114->h366                      0.014     0.289      134.869    0%        
h115->h367                      0.013     0.642      346.713    0%        
h116->h368                      0.014     0.618      333.210    0%        
h117->h369                      0.013     0.645      348.745    0%        
h118->h370                      0.012     0.653      352.611    0%        
h119->h371                      0.017     0.647      352.170    0%        
h120->h372                      0.012     0.639      342.575    0%        
h121->h373                      0.014     0.645      347.879    0%        
h122->h374                      0.012     0.315      148.541    0%        
h123->h375                      0.014     0.303      141.175    0%        
h124->h376                      0.013     0.290      137.828    0%        
h125->h377                      0.014     0.299      137.892    0%        
h126->h378                      0.013     0.642      345.042    0%        
h127->h379                      0.011     0.637      347.520    0%        
h128->h380                      0.014     0.651      346.068    0%        
h129->h381                      0.014     0.640      345.707    0%        
h130->h382                      0.012     0.639      343.845    0%        
h131->h383                      0.014     0.654      347.232    0%        
h132->h384                      0.014     0.301      143.240    0%        
h133->h385                      0.016     0.644      344.267    0%        
h134->h386                      0.015     0.637      344.697    0%        
h135->h387                      0.014     0.641      344.164    0%        
h136->h388                      0.013     0.634      342.643    0%        
h137->h389                      0.012     0.636      347.200    0%        
h138->h390                      0.014     0.646      345.997    0%        
h139->h391                      0.013     0.633      341.614    0%        
h140->h392                      0.014     0.646      344.670    0%        
h141->h393                      0.015     0.639      345.937    0%        
h142->h394                      0.014     0.640      344.855    0%        
h143->h395                      0.013     0.325      155.190    0%        
h144->h396                      0.015     0.581      307.077    0%        
h145->h397                      0.013     0.654      348.149    0%        
h146->h398                      0.015     0.647      347.075    0%        
h147->h399                      0.012     0.632      347.563    0%        
h148->h400                      0.014     0.650      350.472    0%        
h149->h401                      0.014     0.636      345.080    0%        
h150->h402                      0.013     0.642      344.396    0%        
h151->h403                      0.013     0.643      346.575    0%        
h152->h404                      0.014     0.647      344.064    0%        
h153->h405                      0.015     0.642      339.762    0%        
h154->h406                      0.012     0.632      342.736    0%        
h155->h407                      0.013     0.584      310.030    0%        
h156->h408                      0.014     0.326      159.219    0%        
h157->h409                      0.012     0.633      338.657    0%        
h158->h410                      0.014     0.597      314.862    0%        
h159->h411                      0.014     0.587      313.044    0%        
h160->h412                      0.016     0.598      311.600    0%        
h161->h413                      0.014     0.593      313.001    0%        
h162->h414                      0.013     0.579      310.583    0%        
h163->h415                      0.015     0.340      164.965    0%        
h164->h416                      0.018     0.586      310.856    0%        
h165->h417                      0.014     0.630      338.070    0%        
h166->h418                      0.013     0.632      340.796    0%        
h167->h419                      0.015     0.632      337.185    0%        
h168->h420                      0.015     0.597      317.456    0%        
h169->h421                      0.014     0.623      333.832    0%        
h170->h422                      0.015     0.363      178.666    0%        
h171->h423                      0.014     0.628      334.816    0%        
h172->h424                      0.014     0.624      334.761    0%        
h173->h425                      0.013     0.346      166.806    0%        
h174->h426                      0.015     0.625      336.587    0%        
h175->h427                      0.014     0.627      333.625    0%        
h176->h428                      0.015     0.632      340.951    0%        
h177->h429                      0.013     0.640      338.638    0%        
h178->h430                      0.012     0.374      183.729    0%        
h179->h431                      0.015     0.619      335.250    0%        
h180->h432                      0.014     0.637      340.148    0%        
h181->h433                      0.013     0.581      305.651    0%        
h182->h434                      0.012     0.356      172.484    0%        
h183->h435                      0.013     0.627      338.259    0%        
h184->h436                      0.013     0.636      339.219    0%        
h185->h437                      0.014     0.587      309.843    0%        
h186->h438                      0.013     0.380      189.369    0%        
h187->h439                      0.014     0.620      334.885    0%        
h188->h440                      0.013     0.589      311.773    0%        
h189->h441                      0.012     0.598      319.280    0%        
h190->h442                      0.017     0.806      322.065    0%        
h191->h443                      0.013     0.382      188.203    0%        
h192->h444                      0.015     0.627      335.101    0%        
h193->h445                      0.013     0.669      244.916    0%        
h194->h446                      0.014     0.635      216.265    0%        
h195->h447                      0.013     0.644      222.626    0%        
h196->h448                      0.014     0.668      242.666    0%        
h197->h449                      0.015     0.606      200.140    0%        
h198->h450                      0.013     0.378      187.762    0%        
h199->h451                      0.011     0.660      222.538    0%        
h200->h452                      0.013     0.384      189.056    0%        
h201->h453                      0.012     0.604      320.065    0%        
h202->h454                      0.014     0.589      307.516    0%        
h203->h455                      0.013     0.370      174.843    0%        
h204->h456                      0.012     0.852      344.301    0%        
h205->h457                      0.012     0.819      337.219    0%        
h206->h458                      0.013     0.832      337.995    0%        
h207->h459                      0.013     0.836      343.993    0%        
h208->h460                      0.013     0.834      343.669    0%        
h209->h461                      0.014     0.843      340.118    0%        
h210->h462                      0.013     0.802      321.968    0%        
h211->h463                      0.013     0.591      311.918    0%        
h212->h464                      0.013     0.825      342.663    0%        
h213->h465                      0.013     0.843      343.733    0%        
h214->h466                      0.012     0.832      343.301    0%        
h215->h467                      0.014     0.672      245.107    0%        
h216->h468                      0.011     0.836      341.094    0%        
h217->h469                      0.014     0.329      159.536    0%        
h218->h470                      0.012     0.360      180.095    0%        
h219->h471                      0.012     0.661      237.680    0%        
h220->h472                      0.012     0.347      164.269    0%        
h221->h473                      0.012     0.593      309.808    0%        
h222->h474                      0.012     0.343      167.567    0%        
h223->h475                      0.014     0.654      224.134    0%        
h224->h476                      0.013     0.656      234.487    0%        
h225->h477                      0.013     0.351      173.768    0%        
h226->h478                      0.015     0.650      229.727    0%        
h227->h479                      0.014     0.628      211.166    0%        
h228->h480                      0.012     0.587      309.008    0%        
h229->h481                      0.011     0.793      323.617    0%        
h230->h482                      0.018     0.817      328.089    0%        
h231->h483                      0.014     0.555      295.183    0%        
h232->h484                      0.013     0.610      217.807    0%        
h233->h485                      0.013     0.802      317.521    0%        
h234->h486                      0.013     0.581      311.196    0%        
h235->h487                      0.012     0.805      323.562    0%        
h236->h488                      0.014     0.812      326.719    0%        
h237->h489                      0.015     0.809      324.314    0%        
h238->h490                      0.012     0.812      317.388    0%        
h239->h491                      0.013     0.817      328.340    0%        
h240->h492                      0.013     0.579      311.134    0%        
h241->h493                      0.014     0.385      192.804    0%        
h242->h494                      0.012     0.349      169.545    0%        
h243->h495                      0.013     0.353      169.253    0%        
h244->h496                      0.015     0.327      156.941    0%        
h245->h497                      0.016     0.378      183.102    0%        
h246->h498                      0.012     0.373      183.098    0%        
h247->h499                      0.017     0.586      203.200    0%        
h248->h500                      0.013     0.586      200.201    0%        
h249->h501                      0.013     0.776      312.582    0%        
h250->h502                      0.015     0.353      173.708    0%        
h251->h503                      0.015     0.335      159.133    0%        
h252->h504                      0.014     0.386      191.369    0%        

Topology mean RTT : .487 ms  (across 252 pairs)
