=== ICMP Latency Summary (RFC 8456 §5.1.2) ===
Topology : Large (~500+ hosts, 48-port switches)   Pairs: 252

Pair                           Min(ms)    Avg(ms)    Max(ms)    Loss(%)   
h61->h313                       0.013     11.841     1411.180   0%        
h62->h314                       0.015     12.499     1483.949   0%        
h63->h315                       0.014     9.175      1186.010   0%        
h64->h316                       0.012     11.787     1409.825   0%        
h65->h317                       0.013     11.892     1409.213   0%        
h66->h318                       0.014     12.515     1491.526   0%        
h67->h319                       0.015     12.490     1492.382   0%        
h68->h320                       0.014     16.027     1674.921   0%        
h69->h321                       0.015     14.985     1585.707   0%        
h70->h322                       0.014     12.500     1481.151   0%        
h71->h323                       0.014     12.482     1489.577   0%        
h72->h324                       0.015     12.470     1486.061   0%        
h73->h325                       0.015     11.321     1323.870   0%        
h74->h326                       0.015     15.843     1665.358   0%        
h75->h327                       0.016     15.811     1650.703   0%        
h76->h328                       0.014     11.609     1376.251   0%        
h77->h329                       0.015     15.950     1672.103   0%        
h78->h330                       0.014     16.145     1702.581   0%        
h79->h331                       0.013     15.766     1650.830   0%        
h80->h332                       0.015     11.519     1354.988   0%        
h81->h333                       0.014     11.724     1388.346   0%        
h82->h334                       0.014     16.312     1696.687   0%        
h83->h335                       0.014     15.224     1603.235   0%        
h84->h336                       0.014     15.951     1698.706   0%        
h85->h337                       0.013     11.888     1402.965   0%        
h86->h338                       0.014     16.140     1680.720   0%        
h87->h339                       0.013     15.553     1628.446   0%        
h88->h340                       0.016     15.343     1607.011   0%        
h89->h341                       0.015     15.193     1584.429   0%        
h90->h342                       0.014     15.301     1597.965   0%        
h91->h343                       0.015     15.485     1621.391   0%        
h92->h344                       0.014     17.616     1723.141   0%        
h93->h345                       0.014     17.581     1704.918   0%        
h94->h346                       0.013     11.245     1292.656   0%        
h95->h347                       0.014     12.345     1470.939   0%        
h96->h348                       0.017     19.289     1827.879   0%        
h97->h349                       0.016     18.285     1802.570   0%        
h98->h350                       0.014     17.821     1727.543   0%        
h99->h351                       0.015     16.114     1703.521   0%        
h100->h352                      0.016     18.239     1795.915   0%        
h101->h353                      0.013     17.809     1732.319   0%        
h102->h354                      0.012     17.799     1714.235   0%        
h103->h355                      0.014     16.225     1693.980   0%        
h104->h356                      0.015     11.886     1408.063   0%        
h105->h357                      0.014     19.306     1815.108   0%        
h106->h358                      0.016     17.896     1730.906   0%        
h107->h359                      0.017     11.956     1424.761   0%        
h108->h360                      0.017     17.887     1734.067   0%        
h109->h361                      0.014     15.500     1627.409   0%        
h110->h362                      0.016     16.174     1730.206   0%        
h111->h363                      0.015     15.266     1581.536   0%        
h112->h364                      0.014     15.955     1664.638   0%        
h113->h365                      0.015     19.399     1834.722   0%        
h114->h366                      0.014     17.736     1716.369   0%        
h115->h367                      0.015     19.375     1833.283   0%        
h116->h368                      0.014     17.927     1725.945   0%        
h117->h369                      0.017     17.843     1720.265   0%        
h118->h370                      0.014     15.875     1664.080   0%        
h119->h371                      0.016     17.696     1715.397   0%        
h120->h372                      0.015     19.417     1847.952   0%        
h121->h373                      0.014     17.756     1708.693   0%        
h122->h374                      0.015     18.212     1779.504   0%        
h123->h375                      0.016     19.795     1871.891   0%        
h124->h376                      0.013     16.356     1728.545   0%        
h125->h377                      0.014     18.235     1782.865   0%        
h126->h378                      0.013     16.346     1690.932   0%        
h127->h379                      0.013     21.719     2004.110   0%        
h128->h380                      0.013     19.705     1835.283   0%        
h129->h381                      0.014     19.701     1849.631   0%        
h130->h382                      0.014     16.366     1693.144   0%        
h131->h383                      0.014     12.645     1481.444   0%        
h132->h384                      0.015     18.276     1794.282   0%        
h133->h385                      0.018     19.578     1828.831   0%        
h134->h386                      0.013     21.315     1925.793   0%        
h135->h387                      0.016     15.718     1635.501   0%        
h136->h388                      0.013     15.751     1641.648   0%        
h137->h389                      0.013     16.300     1687.346   0%        
h138->h390                      0.015     16.602     1737.397   0%        
h139->h391                      0.013     20.326     1882.477   0%        
h140->h392                      0.014     16.019     1650.628   0%        
h141->h393                      0.016     20.358     1898.727   0%        
h142->h394                      0.017     19.867     1839.882   0%        
h143->h395                      0.013     19.936     1879.318   0%        
h144->h396                      0.014     19.556     1829.389   0%        
h145->h397                      0.014     16.597     1693.196   0%        
h146->h398                      0.017     15.821     1658.950   0%        
h147->h399                      0.013     21.459     1940.696   0%        
h148->h400                      0.016     19.882     1893.718   0%        
h149->h401                      0.014     21.280     1918.679   0%        
h150->h402                      0.013     15.507     1648.410   0%        
h151->h403                      0.016     19.801     1875.173   0%        
h152->h404                      0.013     16.057     1663.642   0%        
h153->h405                      0.016     19.491     1828.128   0%        
h154->h406                      0.013     21.728     1967.230   0%        
h155->h407                      0.014     21.565     1936.429   0%        
h156->h408                      0.013     21.452     1940.320   0%        
h157->h409                      0.014     21.729     1987.999   0%        
h158->h410                      0.014     21.480     1936.012   0%        
h159->h411                      0.017     19.975     1869.873   0%        
h160->h412                      0.015     16.166     1668.425   0%        
h161->h413                      0.014     15.730     1640.794   0%        
h162->h414                      0.013     19.561     1806.296   0%        
h163->h415                      0.015     16.387     1686.067   0%        
h164->h416                      0.015     16.318     1674.179   0%        
h165->h417                      0.015     19.371     1815.681   0%        
h166->h418                      0.014     16.332     1686.646   0%        
h167->h419                      0.013     21.808     1990.706   0%        
h168->h420                      0.013     19.303     1805.580   0%        
h169->h421                      0.014     16.389     1702.341   0%        
h170->h422                      0.014     19.507     1832.753   0%        
h171->h423                      0.013     21.992     2025.758   0%        
h172->h424                      0.014     18.870     1748.974   0%        
h173->h425                      0.014     20.229     1916.238   0%        
h174->h426                      0.012     23.122     2048.129   0%        
h175->h427                      0.014     17.693     1743.545   0%        
h176->h428                      0.015     22.037     2032.383   0%        
h177->h429                      0.014     19.727     1864.786   0%        
h178->h430                      0.013     20.248     1914.041   0%        
h179->h431                      0.012     19.613     1829.949   0%        
h180->h432                      0.014     20.235     1877.967   0%        
h181->h433                      0.013     20.303     1901.365   0%        
h182->h434                      0.014     19.975     1875.934   0%        
h183->h435                      0.013     23.226     2081.524   0%        
h184->h436                      0.013     20.193     1888.359   0%        
h185->h437                      0.014     17.702     1743.492   0%        
h186->h438                      0.013     22.363     2049.830   0%        
h187->h439                      0.014     22.264     2060.182   0%        
h188->h440                      0.014     22.344     2057.521   0%        
h189->h441                      0.015     22.349     2053.029   0%        
h190->h442                      0.014     20.123     1890.126   0%        
h191->h443                      0.013     23.223     2080.777   0%        
h192->h444                      0.013     17.485     1759.796   0%        
h193->h445                      0.014     21.329     1927.275   0%        
h194->h446                      0.014     24.209     2148.051   0%        
h195->h447                      0.015     21.389     1928.594   0%        
h196->h448                      0.015     22.487     2068.893   0%        
h197->h449                      0.014     19.564     1803.905   0%        
h198->h450                      0.016     19.383     1759.815   0%        
h199->h451                      0.012     20.322     1902.299   0%        
h200->h452                      0.013     19.656     1781.504   0%        
h201->h453                      0.013     21.421     1922.074   0%        
h202->h454                      0.014     22.359     2065.849   0%        
h203->h455                      0.014     22.374     2071.076   0%        
h204->h456                      0.016     20.366     1903.182   0%        
h205->h457                      0.013     21.960     2013.625   0%        
h206->h458                      0.015     24.154     2145.184   0%        
h207->h459                      0.013     24.703     2224.758   0%        
h208->h460                      0.014     26.289     2345.840   0%        
h209->h461                      0.013     24.160     2150.329   0%        
h210->h462                      0.015     24.860     2247.235   0%        
h211->h463                      0.014     21.953     2011.517   0%        
h212->h464                      0.014     24.137     2145.531   0%        
h213->h465                      0.013     24.194     2155.129   0%        
h214->h466                      0.016     24.826     2241.049   0%        
h215->h467                      0.016     26.361     2352.028   0%        
h216->h468                      0.014     26.388     2348.757   0%        
h217->h469                      0.014     20.000     1813.455   0%        
h218->h470                      0.013     24.230     2148.118   0%        
h219->h471                      0.014     24.237     2150.622   0%        
h220->h472                      0.014     19.926     1812.884   0%        
h221->h473                      0.012     22.017     2019.192   0%        
h222->h474                      0.014     22.425     2043.468   0%        
h223->h475                      0.014     19.498     1781.671   0%        
h224->h476                      0.013     22.756     2021.860   0%        
h225->h477                      0.012     22.876     2019.982   0%        
h226->h478                      0.014     24.878     2247.246   0%        
h227->h479                      0.012     19.670     1793.710   0%        
h228->h480                      0.013     22.192     2031.453   0%        
h229->h481                      0.014     24.255     2143.920   0%        
h230->h482                      0.013     19.999     1812.519   0%        
h231->h483                      0.015     19.837     1812.917   0%        
h232->h484                      0.015     25.150     2257.917   0%        
h233->h485                      0.014     24.220     2137.971   0%        
h234->h486                      0.013     25.151     2269.410   0%        
h235->h487                      0.016     24.751     2233.376   0%        
h236->h488                      0.014     24.784     2232.307   0%        
h237->h489                      0.014     25.131     2255.932   0%        
h238->h490                      0.016     20.017     1828.369   0%        
h239->h491                      0.016     24.302     2143.543   0%        
h240->h492                      0.014     25.243     2270.213   0%        
h241->h493                      0.014     20.218     1859.950   0%        
h242->h494                      0.014     24.226     2133.670   0%        
h243->h495                      0.012     20.202     1852.380   0%        
h244->h496                      0.013     23.197     2089.627   0%        
h245->h497                      0.014     19.494     1796.258   0%        
h246->h498                      0.013     20.367     1859.753   0%        
h247->h499                      0.014     23.339     2107.309   0%        
h248->h500                      0.014     20.166     1860.343   0%        
h249->h501                      0.013     19.803     1812.724   0%        
h250->h502                      0.014     23.310     2094.526   0%        
h251->h503                      0.014     24.221     2125.321   0%        
h252->h504                      0.014     19.829     1819.416   0%        

Topology mean RTT : 16.902 ms  (across 252 pairs)
