=== ICMP Latency Summary (RFC 8456 §5.1.2) ===
Topology : Large (~500+ hosts, 48-port switches)   Pairs: 252

Pair                           Min(ms)    Avg(ms)    Max(ms)    Loss(%)   
h52->h304                       0.014     11.777     1424.183   0%        
h53->h305                       0.013     11.721     1420.129   0%        
h54->h306                       0.015     12.341     1503.168   0%        
h55->h307                       0.013     11.760     1422.719   0%        
h56->h308                       0.014     9.541      1264.390   0%        
h57->h309                       0.015     11.961     1432.303   0%        
h58->h310                       0.014     12.287     1492.030   0%        
h59->h311                       0.013     11.956     1426.730   0%        
h60->h312                       0.013     11.787     1425.348   0%        
h61->h313                       0.015     9.612      1262.296   0%        
h62->h314                       0.011     9.603      1255.573   0%        
h63->h315                       0.015     8.615      1101.769   0%        
h64->h316                       0.013     9.637      1259.903   0%        
h65->h317                       0.013     9.574      1267.851   0%        
h66->h318                       0.013     11.963     1428.501   0%        
h67->h319                       0.016     11.349     1332.152   0%        
h68->h320                       0.013     11.814     1423.184   0%        
h69->h321                       0.013     11.848     1426.409   0%        
h70->h322                       0.013     11.694     1411.553   0%        
h71->h323                       0.012     11.872     1426.298   0%        
h72->h324                       0.015     11.829     1422.786   0%        
h73->h325                       0.016     11.799     1409.004   0%        
h74->h326                       0.013     11.691     1406.478   0%        
h75->h327                       0.014     11.712     1405.698   0%        
h76->h328                       0.015     11.377     1336.661   0%        
h77->h329                       0.012     13.759     1506.179   0%        
h78->h330                       0.014     12.129     1445.007   0%        
h79->h331                       0.014     11.665     1369.996   0%        
h80->h332                       0.014     13.743     1500.969   0%        
h81->h333                       0.014     11.365     1344.525   0%        
h82->h334                       0.015     11.644     1376.550   0%        
h83->h335                       0.014     13.744     1508.404   0%        
h84->h336                       0.014     11.854     1428.103   0%        
h85->h337                       0.014     11.789     1411.953   0%        
h86->h338                       0.014     11.930     1430.052   0%        
h87->h339                       0.014     14.331     1572.132   0%        
h88->h340                       0.015     12.102     1437.399   0%        
h89->h341                       0.014     14.219     1559.174   0%        
h90->h342                       0.014     11.916     1418.681   0%        
h91->h343                       0.014     9.708      1259.345   0%        
h92->h344                       0.013     12.337     1479.763   0%        
h93->h345                       0.014     12.306     1475.801   0%        
h94->h346                       0.014     14.520     1597.864   0%        
h95->h347                       0.014     11.886     1434.378   0%        
h96->h348                       0.014     12.271     1474.543   0%        
h97->h349                       0.014     12.357     1485.755   0%        
h98->h350                       0.014     13.953     1524.800   0%        
h99->h351                       0.013     13.884     1520.860   0%        
h100->h352                      0.013     13.830     1511.524   0%        
h101->h353                      0.013     13.828     1508.609   0%        
h102->h354                      0.012     14.464     1604.188   0%        
h103->h355                      0.014     14.039     1534.036   0%        
h104->h356                      0.016     14.449     1596.662   0%        
h105->h357                      0.014     14.499     1599.326   0%        
h106->h358                      0.014     17.177     1728.583   0%        
h107->h359                      0.014     14.065     1534.386   0%        
h108->h360                      0.014     14.139     1537.297   0%        
h109->h361                      0.014     13.984     1503.422   0%        
h110->h362                      0.014     13.697     1489.291   0%        
h111->h363                      0.016     13.954     1503.785   0%        
h112->h364                      0.014     17.154     1714.423   0%        
h113->h365                      0.013     17.121     1715.250   0%        
h114->h366                      0.013     13.865     1503.652   0%        
h115->h367                      0.014     13.839     1503.837   0%        
h116->h368                      0.014     13.882     1501.473   0%        
h117->h369                      0.012     15.352     1637.477   0%        
h118->h370                      0.013     18.059     1721.825   0%        
h119->h371                      0.015     13.832     1503.938   0%        
h120->h372                      0.014     13.885     1502.977   0%        
h121->h373                      0.014     14.256     1567.497   0%        
h122->h374                      0.014     15.285     1632.892   0%        
h123->h375                      0.014     13.874     1494.014   0%        
h124->h376                      0.014     18.284     1747.871   0%        
h125->h377                      0.014     13.814     1491.686   0%        
h126->h378                      0.014     15.207     1635.276   0%        
h127->h379                      0.013     14.153     1544.018   0%        
h128->h380                      0.014     14.305     1567.196   0%        
h129->h381                      0.014     15.186     1632.990   0%        
h130->h382                      0.013     17.067     1723.850   0%        
h131->h383                      0.015     15.359     1632.198   0%        
h132->h384                      0.013     14.310     1564.467   0%        
h133->h385                      0.016     13.825     1495.991   0%        
h134->h386                      0.013     13.672     1484.817   0%        
h135->h387                      0.014     15.170     1627.820   0%        
h136->h388                      0.013     13.872     1501.452   0%        
h137->h389                      0.014     18.324     1766.120   0%        
h138->h390                      0.015     18.257     1763.870   0%        
h139->h391                      0.018     15.737     1695.378   0%        
h140->h392                      0.013     15.762     1700.665   0%        
h141->h393                      0.014     18.301     1761.549   0%        
h142->h394                      0.013     18.243     1756.748   0%        
h143->h395                      0.012     17.024     1715.492   0%        
h144->h396                      0.014     17.062     1710.375   0%        
h145->h397                      0.013     15.539     1659.531   0%        
h146->h398                      0.016     14.699     1603.489   0%        
h147->h399                      0.014     15.528     1667.224   0%        
h148->h400                      0.016     13.805     1506.726   0%        
h149->h401                      0.015     18.924     1848.046   0%        
h150->h402                      0.014     18.278     1751.437   0%        
h151->h403                      0.013     18.310     1751.115   0%        
h152->h404                      0.015     18.037     1722.502   0%        
h153->h405                      0.012     17.233     1728.460   0%        
h154->h406                      0.014     18.022     1732.238   0%        
h155->h407                      0.013     15.503     1652.671   0%        
h156->h408                      0.014     15.404     1652.833   0%        
h157->h409                      0.015     20.531     1976.503   0%        
h158->h410                      0.015     18.572     1767.986   0%        
h159->h411                      0.014     17.193     1741.393   0%        
h160->h412                      0.014     18.244     1759.911   0%        
h161->h413                      0.015     17.089     1732.637   0%        
h162->h414                      0.013     18.966     1867.331   0%        
h163->h415                      0.014     18.398     1767.931   0%        
h164->h416                      0.013     15.200     1620.877   0%        
h165->h417                      0.013     19.063     1875.267   0%        
h166->h418                      0.014     17.950     1722.095   0%        
h167->h419                      0.013     19.047     1866.588   0%        
h168->h420                      0.015     18.981     1867.150   0%        
h169->h421                      0.013     18.078     1727.859   0%        
h170->h422                      0.016     19.307     1895.159   0%        
h171->h423                      0.015     18.569     1801.738   0%        
h172->h424                      0.014     18.162     1735.537   0%        
h173->h425                      0.014     19.346     1901.947   0%        
h174->h426                      0.015     20.219     1931.387   0%        
h175->h427                      0.014     15.482     1662.780   0%        
h176->h428                      0.015     18.546     1798.093   0%        
h177->h429                      0.015     19.064     1872.490   0%        
h178->h430                      0.014     15.435     1646.569   0%        
h179->h431                      0.013     18.594     1801.265   0%        
h180->h432                      0.015     18.676     1839.938   0%        
h181->h433                      0.014     18.109     1726.481   0%        
h182->h434                      0.015     18.070     1734.665   0%        
h183->h435                      0.015     18.390     1760.417   0%        
h184->h436                      0.016     17.993     1729.302   0%        
h185->h437                      0.015     18.972     1866.192   0%        
h186->h438                      0.015     20.381     1955.322   0%        
h187->h439                      0.015     20.303     1941.221   0%        
h188->h440                      0.015     20.177     1933.292   0%        
h189->h441                      0.014     18.986     1868.608   0%        
h190->h442                      0.014     20.490     1952.163   0%        
h191->h443                      0.014     20.643     2010.175   0%        
h192->h444                      0.015     20.460     1955.230   0%        
h193->h445                      0.013     19.072     1860.202   0%        
h194->h446                      0.014     18.135     1726.432   0%        
h195->h447                      0.014     18.450     1772.984   0%        
h196->h448                      0.013     19.196     1892.444   0%        
h197->h449                      0.014     21.202     2000.193   0%        
h198->h450                      0.016     20.287     1960.896   0%        
h199->h451                      0.014     18.902     1853.092   0%        
h200->h452                      0.015     18.352     1741.588   0%        
h201->h453                      0.014     20.682     2001.776   0%        
h202->h454                      0.014     20.437     1963.792   0%        
h203->h455                      0.016     21.289     2034.635   0%        
h204->h456                      0.015     21.234     1999.728   0%        
h205->h457                      0.013     20.654     1999.210   0%        
h206->h458                      0.012     20.687     1993.890   0%        
h207->h459                      0.015     19.035     1879.203   0%        
h208->h460                      0.015     18.543     1781.869   0%        
h209->h461                      0.015     19.032     1880.623   0%        
h210->h462                      0.013     18.565     1806.674   0%        
h211->h463                      0.013     21.314     2011.465   0%        
h212->h464                      0.012     18.662     1820.905   0%        
h213->h465                      0.014     21.394     2015.116   0%        
h214->h466                      0.014     20.463     1978.512   0%        
h215->h467                      0.016     21.524     2075.758   0%        
h216->h468                      0.015     20.437     1979.512   0%        
h217->h469                      0.015     21.225     2003.412   0%        
h218->h470                      0.013     21.331     2019.120   0%        
h219->h471                      0.014     20.068     1915.761   0%        
h220->h472                      0.014     20.818     2023.695   0%        
h221->h473                      0.013     18.853     1843.971   0%        
h222->h474                      0.012     18.725     1816.856   0%        
h223->h475                      0.013     22.296     2132.083   0%        
h224->h476                      0.013     19.140     1895.000   0%        
h225->h477                      0.014     21.391     2023.259   0%        
h226->h478                      0.015     22.119     2125.073   0%        
h227->h479                      0.014     22.202     2116.170   0%        
h228->h480                      0.015     19.099     1892.335   0%        
h229->h481                      0.015     18.565     1800.714   0%        
h230->h482                      0.015     20.236     1944.748   0%        
h231->h483                      0.014     21.837     2126.642   0%        
h232->h484                      0.017     20.491     1970.119   0%        
h233->h485                      0.013     20.926     2044.867   0%        
h234->h486                      0.014     18.660     1819.488   0%        
h235->h487                      0.012     20.514     1986.785   0%        
h236->h488                      0.014     20.471     1987.069   0%        
h237->h489                      0.014     20.223     1943.393   0%        
h238->h490                      0.013     22.266     2143.379   0%        
h239->h491                      0.014     20.519     1982.482   0%        
h240->h492                      0.014     20.570     1990.301   0%        
h241->h493                      0.013     19.022     1868.151   0%        
h242->h494                      0.016     19.087     1866.121   0%        
h243->h495                      0.012     20.260     1940.909   0%        
h244->h496                      0.013     20.248     1941.187   0%        
h245->h497                      0.012     19.118     1885.362   0%        
h246->h498                      0.013     19.268     1889.995   0%        
h247->h499                      0.014     19.260     1904.628   0%        
h248->h500                      0.016     18.419     1750.300   0%        
h249->h501                      0.015     15.843     1727.758   0%        
h250->h502                      0.014     18.219     1727.519   0%        
h251->h503                      0.016     18.182     1727.780   0%        
h252->h504                      0.013     18.529     1784.486   0%        

Topology mean RTT : 14.861 ms  (across 252 pairs)
