=== ICMP Latency Summary (RFC 8456 §5.1.2) ===
Topology : Large (~500+ hosts, 48-port switches)   Pairs: 252

Pair                           Min(ms)    Avg(ms)    Max(ms)    Loss(%)   
h195->h447                      0.013     9.005      1887.458   0%        
h196->h448                      0.011     12.634     2100.722   0%        
h197->h449                      0.013     12.838     2084.818   0%        
h198->h450                      0.014     9.026      1856.927   0%        
h199->h451                      0.013     12.858     2084.796   0%        
h200->h452                      0.014     13.893     2184.745   0%        
h201->h453                      0.012     12.797     2071.787   0%        
h202->h454                      0.014     14.057     2195.582   0%        
h203->h455                      0.016     13.817     2146.808   0%        
h204->h456                      0.014     14.219     2222.074   0%        
h205->h457                      0.013     16.274     2299.010   0%        
h206->h458                      0.015     15.220     2221.651   0%        
h207->h459                      0.013     15.595     2218.489   0%        
h208->h460                      0.013     15.498     2242.898   0%        
h209->h461                      0.014     13.851     2162.018   0%        
h210->h462                      0.014     13.457     2138.095   0%        
h211->h463                      0.008     17.861     2221.997   0%        
h212->h464                      0.013     15.484     2240.945   0%        
h213->h465                      0.013     15.804     2267.964   0%        
h214->h466                      0.012     16.446     2343.063   0%        
h215->h467                      0.013     14.057     2210.792   0%        
h216->h468                      0.012     15.630     2269.485   0%        
h217->h469                      0.013     13.615     2147.289   0%        
h218->h470                      0.012     13.583     2159.617   0%        
h219->h471                      0.013     9.250      1877.599   0%        
h220->h472                      0.012     9.538      1913.480   0%        
h221->h473                      0.014     12.849     2087.044   0%        
h222->h474                      0.013     13.189     2113.901   0%        
h223->h475                      0.012     14.120     2222.360   0%        
h224->h476                      0.013     13.143     2099.150   0%        
h225->h477                      0.012     14.248     2222.399   0%        
h226->h478                      0.014     12.902     2073.701   0%        
h227->h479                      0.013     13.857     2181.349   0%        
h228->h480                      0.013     14.167     2211.604   0%        
h229->h481                      0.014     23.503     7256.393   0%        
h230->h482                      0.014     16.629     2427.177   0%        
h231->h483                      0.013     15.459     2265.147   0%        
h232->h484                      0.013     13.861     2134.544   0%        
h233->h485                      0.014     20.221     2423.650   0%        
h234->h486                      0.011     13.800     2175.605   0%        
h235->h487                      0.013     13.431     2127.083   0%        
h236->h488                      0.014     13.098     2046.228   0%        
h237->h489                      0.013     16.385     2360.455   0%        
h238->h490                      0.012     35.104     7259.620   0%        
h239->h491                      0.013     13.591     2134.523   0%        
h240->h492                      0.014     13.530     2098.413   0%        
h241->h493                      0.014     11.947     1826.042   0%        
h242->h494                      0.013     11.152     1726.611   0%        
h243->h495                      0.016     11.022     1722.552   0%        
h244->h496                      0.014     11.381     1746.541   0%        
h245->h497                      0.014     8.152      1653.225   0%        
h246->h498                      0.013     11.971     1841.636   0%        
h247->h499                      0.013     11.532     1795.646   0%        
h248->h500                      0.015     14.030     2317.480   0%        
h249->h501                      0.015     11.906     1784.648   0%        
h250->h502                      0.014     11.756     1804.184   0%        
h251->h503                      0.014     11.970     1841.664   0%        
h252->h504                      0.014     11.389     1767.792   0%        

Topology mean RTT : 13.773 ms  (across 252 pairs)
