=== ICMP Latency Summary (RFC 8456 §5.1.2) ===
Topology : Large (~500+ hosts, 48-port switches)   Pairs: 252

Pair                           Min(ms)    Avg(ms)    Max(ms)    Loss(%)   
h47->h299                       0.019     698.389    6100.825   +328      
h48->h300                       0.023     882.568    7519.444   +189      
h49->h301                       0.017     508.435    4922.088   +159      
h50->h302                       0.019     513.315    4944.304   +105      
h51->h303                       0.017     988.735    7629.967   +190      
h52->h304                       0.024     684.820    5979.042   +133      
h53->h305                       0.020     522.193    5157.819   +264      
h54->h306                       0.017     531.674    5170.889   +182      
h55->h307                       0.022     902.810    7278.469   +317      
h56->h308                       0.018     952.477    7980.961   +192      
h57->h309                       0.025     660.907    5909.245   +64       
h58->h310                       0.021     938.034    7344.981   +187      
h59->h311                       0.017     694.108    6020.370   +392      
h60->h312                       0.017     524.110    4929.293   +220      
h61->h313                       0.019     680.728    5908.488   +362      
h62->h314                       0.021     504.958    4942.284   +145      
h63->h315                       0.020     504.485    4865.628   +176      
h64->h316                       0.018     835.563    6892.839   +382      
h65->h317                       0.023     511.976    4906.115   +125      
h66->h318                       0.018     969.072    7539.243   +297      
h67->h319                       0.020     504.935    4877.617   +206      
h68->h320                       0.019     520.345    5044.164   +212      
h69->h321                       0.023     812.962    6765.107   +284      
h70->h322                       0.016     14.541     1704.883   0%        
h71->h323                       0.015     23.125     2074.947   0%        
h72->h324                       0.014     24.530     2231.725   0%        
h73->h325                       0.015     20.731     2009.355   0%        
h74->h326                       0.015     25.225     2290.604   0%        
h75->h327                       0.017     25.219     2290.736   0%        
h76->h328                       0.014     15.289     1696.813   0%        
h77->h329                       0.014     45.856     3233.137   0%        
h78->h330                       0.018     941.571    7432.441   +92       
h79->h331                       0.021     535.905    4976.390   +200      
h80->h332                       0.018     891.916    7134.846   +206      
h81->h333                       0.022     640.938    5715.276   +239      
h82->h334                       0.025     802.079    6700.625   +169      
h83->h335                       0.020     629.868    5647.402   +306      
h84->h336                       0.020     919.716    7324.643   +91       
h85->h337                       0.018     918.000    7752.442   +171      
h86->h338                       0.020     507.334    4878.572   +168      
h87->h339                       0.021     633.373    5579.685   +257      
h88->h340                       0.014     28.159     2474.016   0%        
h89->h341                       0.014     28.223     2465.156   0%        
h90->h342                       0.016     23.572     2104.317   0%        
h91->h343                       0.014     15.377     1698.904   0%        
h92->h344                       0.014     24.114     2217.083   0%        
h93->h345                       0.015     24.113     2213.746   0%        
h94->h346                       0.015     23.650     2103.351   0%        
h95->h347                       0.014     23.798     2073.533   0%        
h96->h348                       0.012     26.983     2369.081   0%        
h97->h349                       0.015     23.602     2102.625   0%        
h98->h350                       0.015     22.542     2003.487   0%        
h99->h351                       0.014     26.852     2361.784   0%        
h100->h352                      0.014     20.569     1847.743   0%        
h101->h353                      0.016     20.634     1870.831   0%        
h102->h354                      0.015     22.474     1943.545   0%        
h103->h355                      0.021     682.392    6381.327   +250      
h104->h356                      0.017     20.241     1849.183   0%        
h105->h357                      0.014     26.876     2358.953   0%        
h106->h358                      0.014     25.239     2302.420   0%        
h107->h359                      0.015     26.939     2369.068   0%        
h108->h360                      0.024     875.108    7473.415   +244      
h109->h361                      0.016     615.488    5552.631   +160      
h110->h362                      0.024     810.824    7242.128   +151      
h111->h363                      0.021     914.693    7573.716   +97       
h112->h364                      0.018     935.911    7548.367   +141      
h113->h365                      0.021     638.393    5652.656   +140      
h114->h366                      0.020     736.910    6617.537   +81       
h115->h367                      0.021     756.637    6685.516   +115      
h116->h368                      0.024     897.917    7588.740   +123      
h117->h369                      0.018     201.741    3802.151   +72       
h118->h370                      0.017     204.239    3766.907   +159      
h119->h371                      0.014     204.741    3829.806   +218      
h120->h372                      0.022     645.911    6124.961   +168      
h121->h373                      0.019     690.493    6151.993   +251      
h122->h374                      0.018     991.157    8067.028   +167      
h123->h375                      0.023     711.547    6318.929   +193      
h124->h376                      0.021     901.176    7586.107   +145      
h125->h377                      0.020     472.951    5391.563   +186      
h126->h378                      0.022     782.080    6562.593   +166      
h127->h379                      0.020     482.757    4998.630   +73       
h128->h380                      0.017     732.879    6411.957   +173      
h129->h381                      0.018     483.177    4998.519   +155      
h130->h382                      0.024     1015.383   8249.629   +114      
h131->h383                      0.020     706.181    6290.939   +172      
h132->h384                      0.019     897.030    7228.321   +96       
h133->h385                      0.015     595.536    5345.349   +355      
h134->h386                      0.017     472.303    5205.931   +72       
h135->h387                      0.018     732.119    6386.810   +185      
h136->h388                      0.020     1040.967   8322.031   +373      
h137->h389                      0.021     554.697    5348.846   +158      
h138->h390                      0.020     958.186    7921.557   +185      
h139->h391                      0.023     922.972    7719.687   +161      
h140->h392                      0.023     939.966    7411.149   +148      
h141->h393                      0.016     460.770    5400.848   +134      
h142->h394                      0.020     491.481    5352.526   +232      
h143->h395                      0.020     1013.580   8251.830   +203      
h144->h396                      0.015     490.406    5409.338   +296      
h145->h397                      0.021     959.327    7450.037   +202      
h146->h398                      0.017     500.574    5080.734   +169      
h147->h399                      0.018     654.224    5888.497   +266      
h148->h400                      0.019     504.550    5017.885   +160      
h149->h401                      0.018     773.465    6561.639   +271      
h150->h402                      0.020     890.324    7118.859   +116      
h151->h403                      0.020     681.938    5990.630   +344      
h152->h404                      0.019     663.066    5921.427   +196      
h153->h405                      0.022     535.663    5296.895   +208      
h154->h406                      0.016     511.216    5068.502   +73       
h155->h407                      0.015     518.174    4984.229   +200      
h156->h408                      0.014     957.146    7964.677   +183      
h157->h409                      0.020     531.257    5052.317   +138      
h158->h410                      0.016     499.404    5014.494   +138      
h159->h411                      0.018     493.633    4979.183   +136      
h160->h412                      0.019     511.786    5014.376   +110      
h161->h413                      0.018     532.290    5088.649   +364      
h162->h414                      0.017     658.346    5960.708   +107      
h163->h415                      0.017     511.721    5068.194   +176      
h164->h416                      0.018     954.596    7995.176   +152      
h165->h417                      0.026     897.621    7143.854   +155      
h166->h418                      0.016     678.443    5846.846   +313      
h167->h419                      0.018     795.539    6653.542   +152      
h168->h420                      0.019     510.646    4980.249   +139      
h169->h421                      0.021     461.578    5441.434   +152      
h170->h422                      0.021     472.889    5414.183   +230      
h171->h423                      0.020     929.739    7772.624   +129      
h172->h424                      0.019     760.345    6526.741   +256      
h173->h425                      0.017     639.553    5574.081   +268      
h174->h426                      0.023     1026.676   8326.542   +108      
h175->h427                      0.017     893.077    7165.237   +125      
h176->h428                      0.019     966.481    7932.469   +324      
h177->h429                      0.020     804.028    6671.683   +144      
h178->h430                      0.018     1028.720   8396.740   +219      
h179->h431                      0.015     697.094    6260.409   +235      
h180->h432                      0.018     913.216    7245.552   +93       
h181->h433                      0.016     1003.511   8208.091   +215      
h182->h434                      0.019     728.001    6362.960   +389      
h183->h435                      0.019     697.745    6257.508   +372      
h184->h436                      0.019     759.406    6513.826   +386      
h185->h437                      0.015     993.193    8071.859   +245      
h186->h438                      0.016     581.980    5659.259   +152      
h187->h439                      0.017     472.784    5425.475   +139      
h188->h440                      0.017     905.987    7599.088   +163      
h189->h441                      0.019     473.296    5425.584   +140      
h190->h442                      0.021     473.216    5434.208   +172      
h191->h443                      0.018     690.643    6223.382   +197      
h192->h444                      0.018     624.276    5531.862   +298      
h193->h445                      0.019     480.326    4700.820   +182      
h194->h446                      0.016     483.042    4700.925   +184      
h195->h447                      0.019     479.212    4748.086   +211      
h196->h448                      0.024     885.897    7732.461   +222      
h197->h449                      0.018     624.388    5592.789   +180      
h198->h450                      0.020     782.907    6657.455   +213      
h199->h451                      0.025     917.624    7271.175   +162      
h200->h452                      0.017     639.395    5709.574   +142      
h201->h453                      0.020     484.841    4720.978   +301      
h202->h454                      0.022     961.390    7501.111   +151      
h203->h455                      0.017     648.562    5660.007   +236      
h204->h456                      0.018     986.655    7629.873   +143      
h205->h457                      0.019     890.968    7116.288   +166      
h206->h458                      0.017     603.344    5515.183   +294      
h207->h459                      0.026     478.491    4680.361   +114      
h208->h460                      0.017     24.886     2288.605   0%        
h209->h461                      0.016     24.909     2291.669   0%        
h210->h462                      0.014     19.342     2009.258   0%        
h211->h463                      0.014     23.712     2138.576   0%        
h212->h464                      0.014     26.642     2349.084   0%        
h213->h465                      0.015     22.820     2074.340   0%        
h214->h466                      0.017     20.607     2003.089   0%        
h215->h467                      0.014     21.701     2008.496   0%        
h216->h468                      0.015     24.238     2247.937   0%        
h217->h469                      0.014     24.805     2284.758   0%        
h218->h470                      0.015     24.176     2224.366   0%        
h219->h471                      0.014     27.112     2415.213   0%        
h220->h472                      0.015     24.325     2250.659   0%        
h221->h473                      0.013     21.889     2015.710   0%        
h222->h474                      0.015     24.473     2253.046   0%        
h223->h475                      0.014     27.322     2430.882   0%        
h224->h476                      0.014     27.346     2425.375   0%        
h225->h477                      0.014     27.342     2442.513   0%        
h226->h478                      0.014     21.463     2012.787   0%        
h227->h479                      0.014     24.556     2251.856   0%        
h228->h480                      0.014     24.402     2242.051   0%        
h229->h481                      0.014     27.032     2410.370   0%        
h230->h482                      0.015     27.271     2414.181   0%        
h231->h483                      0.014     23.785     2156.334   0%        
h232->h484                      0.015     24.569     2263.889   0%        
h233->h485                      0.016     27.244     2423.840   0%        
h234->h486                      0.014     27.321     2427.591   0%        
h235->h487                      0.016     24.264     2242.284   0%        
h236->h488                      0.014     27.575     2446.131   0%        
h237->h489                      0.016     27.315     2431.453   0%        
h238->h490                      0.021     783.038    6833.415   +152      
h239->h491                      0.022     756.341    6695.996   +213      
h240->h492                      0.018     484.388    4691.298   +210      
h241->h493                      0.022     578.400    5282.922   +73       
h242->h494                      0.022     873.823    7464.728   +175      
h243->h495                      0.019     882.427    7127.295   +161      
h244->h496                      0.017     862.548    7317.843   +327      
h245->h497                      0.020     802.336    6784.476   +299      
h246->h498                      0.017     580.796    5298.125   +346      
h247->h499                      0.028     577.231    5232.282   +238      
h248->h500                      0.018     572.555    5264.802   +354      
h249->h501                      0.023     704.163    6241.374   +376      
h250->h502                      0.019     572.588    5211.595   +176      
h251->h503                      0.018     579.119    5296.802   +338      
h252->h504                      0.019     454.158    4690.187   +289      

Topology mean RTT : 501.248 ms  (across 252 pairs)
