=== ICMP Latency Summary (RFC 8456 §5.1.2) ===
Topology : Large (~500+ hosts, 48-port switches)   Pairs: 252

Pair                           Min(ms)    Avg(ms)    Max(ms)    Loss(%)   
h108->h360                      0.013     24.579     7095.199   0%        
h109->h361                      0.012     25.009     7134.315   0%        
h110->h362                      0.013     29.970     7195.245   0%        
h111->h363                      0.016     15.330     2575.568   0%        
h112->h364                      0.014     24.700     7112.479   0%        
h113->h365                      0.012     14.111     2459.438   0%        
h114->h366                      0.012     24.881     7135.570   0%        
h115->h367                      0.013     19.791     2589.076   0%        
h116->h368                      0.015     24.434     7095.208   0%        
h117->h369                      0.013     13.706     2445.074   0%        
h118->h370                      0.015     14.906     2540.604   0%        
h119->h371                      0.012     20.097     2618.773   0%        
h120->h372                      0.012     25.258     7154.649   0%        
h121->h373                      0.014     16.635     2496.741   0%        
h122->h374                      0.015     20.123     7053.796   0%        
h123->h375                      0.013     14.500     2542.778   0%        
h124->h376                      0.015     13.840     2474.226   0%        
h125->h377                      0.014     14.726     2518.340   0%        
h126->h378                      0.014     14.041     2500.371   0%        
h127->h379                      0.014     13.990     2474.081   0%        
h128->h380                      0.014     20.062     2669.454   0%        
h129->h381                      0.013     20.336     2677.078   0%        
h130->h382                      0.013     14.652     2528.856   0%        
h131->h383                      0.012     14.731     2528.865   0%        
h132->h384                      0.013     14.176     2508.243   0%        
h133->h385                      0.014     14.636     2509.428   0%        
h134->h386                      0.013     19.881     2635.833   0%        
h135->h387                      0.012     20.105     2634.495   0%        
h136->h388                      0.015     25.136     7133.715   0%        
h137->h389                      0.013     22.754     2687.405   0%        
h138->h390                      0.014     20.424     2671.515   0%        
h139->h391                      0.013     23.030     2669.491   0%        
h140->h392                      0.015     17.754     2604.632   0%        
h141->h393                      0.014     23.250     2731.286   0%        
h142->h394                      0.011     19.630     2634.114   0%        
h143->h395                      0.016     17.727     2575.037   0%        
h144->h396                      0.013     15.541     2647.007   0%        
h145->h397                      0.013     16.702     2504.984   0%        
h146->h398                      0.012     14.131     2472.956   0%        
h147->h399                      0.012     25.132     7131.854   0%        
h148->h400                      0.014     12.252     2453.848   0%        
h149->h401                      0.014     25.411     7131.224   0%        
h150->h402                      0.014     24.965     7117.160   0%        
h151->h403                      0.013     17.335     2570.418   0%        
h152->h404                      0.013     16.697     2504.136   0%        
h153->h405                      0.014     25.459     7152.700   0%        
h154->h406                      0.014     24.678     7091.884   0%        
h155->h407                      0.013     22.789     2670.528   0%        
h156->h408                      0.013     17.379     2547.950   0%        
h157->h409                      0.013     24.604     7090.067   0%        
h158->h410                      0.014     25.427     7152.176   0%        
h159->h411                      0.013     22.184     2629.119   0%        
h160->h412                      0.012     22.801     2642.240   0%        
h161->h413                      0.014     25.690     7147.552   0%        
h162->h414                      0.013     24.625     7115.787   0%        
h163->h415                      0.014     30.291     7161.044   0%        
h164->h416                      0.012     30.355     7153.173   0%        
h165->h417                      0.014     14.733     2504.931   0%        
h166->h418                      0.013     17.546     2543.439   0%        
h167->h419                      0.012     23.279     2747.421   0%        
h168->h420                      0.013     23.062     2694.229   0%        
h169->h421                      0.014     24.150     7056.957   0%        
h170->h422                      0.014     24.994     7119.923   0%        
h171->h423                      0.015     19.811     7022.373   0%        
h172->h424                      0.012     9.147      2020.051   0%        
h173->h425                      0.014     9.599      2116.767   0%        
h174->h426                      0.014     19.496     2481.651   0%        
h175->h427                      0.014     19.370     2470.516   0%        
h176->h428                      0.013     14.648     2393.995   0%        
h177->h429                      0.013     24.065     7058.017   0%        
h178->h430                      0.013     15.116     2468.962   0%        
h179->h431                      0.014     14.537     2420.957   0%        
h180->h432                      0.012     9.570      2104.887   0%        
h181->h433                      0.013     24.631     7101.498   0%        
h182->h434                      0.013     9.793      2140.812   0%        
h183->h435                      0.013     14.294     2375.744   0%        
h184->h436                      0.014     9.987      2199.868   0%        
h185->h437                      0.013     9.562      2091.726   0%        
h186->h438                      0.014     15.065     2446.538   0%        
h187->h439                      0.014     19.079     2462.073   0%        
h188->h440                      0.012     14.987     2420.989   0%        
h189->h441                      0.014     12.457     2345.755   0%        
h190->h442                      0.014     15.001     2428.206   0%        
h191->h443                      0.013     24.195     7057.701   0%        
h192->h444                      0.013     14.200     2373.379   0%        
h193->h445                      0.013     18.837     2454.026   0%        
h194->h446                      0.014     13.815     2262.943   0%        
h195->h447                      0.013     18.910     2435.109   0%        
h196->h448                      0.013     19.239     2467.740   0%        
h197->h449                      0.014     13.897     2265.583   0%        
h198->h450                      0.014     18.489     2400.762   0%        
h199->h451                      0.014     19.143     2478.290   0%        
h200->h452                      0.013     19.285     2489.344   0%        
h201->h453                      0.013     19.629     2495.008   0%        
h202->h454                      0.014     19.494     2495.041   0%        
h203->h455                      0.015     14.010     2265.533   0%        
h204->h456                      0.012     14.080     2265.610   0%        
h205->h457                      0.013     22.713     2926.502   0%        
h206->h458                      0.012     21.723     2807.631   0%        
h207->h459                      0.012     22.702     2897.816   0%        
h208->h460                      0.012     19.637     2527.333   0%        
h209->h461                      0.015     21.360     2739.534   0%        
h210->h462                      0.013     22.634     2928.439   0%        
h211->h463                      0.013     21.382     2735.442   0%        
h212->h464                      0.013     21.719     2797.216   0%        
h213->h465                      0.012     21.579     2761.268   0%        
h214->h466                      0.013     22.766     2977.956   0%        
h215->h467                      0.014     16.880     2622.495   0%        
h216->h468                      0.014     22.233     2898.789   0%        
h217->h469                      0.013     19.786     2672.285   0%        
h218->h470                      0.012     20.499     2705.375   0%        
h219->h471                      0.012     20.478     2721.149   0%        
h220->h472                      0.013     21.414     2727.085   0%        
h221->h473                      0.013     21.044     2746.635   0%        
h222->h474                      0.013     21.250     2746.780   0%        
h223->h475                      0.013     19.981     2680.087   0%        
h224->h476                      0.012     15.475     2548.348   0%        
h225->h477                      0.013     20.673     2705.337   0%        
h226->h478                      0.014     21.378     2746.655   0%        
h227->h479                      0.013     20.600     2705.371   0%        
h228->h480                      0.012     20.854     2746.721   0%        
h229->h481                      0.012     21.040     2682.643   0%        
h230->h482                      0.014     21.004     2746.615   0%        
h231->h483                      0.013     23.576     2904.173   0%        
h232->h484                      0.013     24.171     2967.600   0%        
h233->h485                      0.013     24.105     2966.770   0%        
h234->h486                      0.013     23.376     2744.885   0%        
h235->h487                      0.013     22.888     2686.591   0%        
h236->h488                      0.014     24.061     2918.788   0%        
h237->h489                      0.013     23.177     2765.333   0%        
h238->h490                      0.014     23.027     2702.702   0%        
h239->h491                      0.013     40.750     7108.273   0%        
h240->h492                      0.014     24.040     2918.618   0%        
h241->h493                      0.013     14.891     1926.812   0%        
h242->h494                      0.014     15.105     1936.109   0%        
h243->h495                      0.013     15.457     1972.766   0%        
h244->h496                      0.013     18.368     2882.896   0%        
h245->h497                      0.015     15.238     1960.359   0%        
h246->h498                      0.013     18.582     2834.414   0%        
h247->h499                      0.014     18.425     2809.253   0%        
h248->h500                      0.013     15.465     1960.074   0%        
h249->h501                      0.013     17.834     2651.520   0%        
h250->h502                      0.011     15.241     1936.130   0%        
h251->h503                      0.014     15.593     1988.653   0%        
h252->h504                      0.012     18.537     2821.198   0%        

Topology mean RTT : 18.899 ms  (across 252 pairs)
