=== ICMP Latency Summary (RFC 8456 §5.1.2) ===
Topology : Large (~500+ hosts, 48-port switches)   Pairs: 252

Pair                           Min(ms)    Avg(ms)    Max(ms)    Loss(%)   
h205->h457                      0.018     22.338     2115.908   0%        
h206->h458                      0.013     18.800     1777.789   0%        
h207->h459                      0.019     21.867     2014.252   0%        
h208->h460                      0.019     20.462     1897.342   0%        
h209->h461                      0.048     22.948     2126.643   0%        
h210->h462                      0.052     22.926     2117.552   0%        
h211->h463                      0.017     19.616     1921.811   0%        
h212->h464                      0.016     22.835     2116.614   0%        
h213->h465                      0.019     21.800     2016.244   0%        
h214->h466                      0.018     22.905     2124.004   0%        
h215->h467                      0.017     21.824     2014.051   0%        
h216->h468                      0.016     19.569     1895.850   0%        
h217->h469                      0.017     20.879     1979.856   0%        
h218->h470                      0.016     21.110     1986.824   0%        
h219->h471                      0.050     18.988     1789.644   0%        
h220->h472                      0.014     21.851     2028.601   0%        
h221->h473                      0.017     18.830     1780.196   0%        
h222->h474                      0.016     20.824     1974.211   0%        
h223->h475                      0.018     21.839     2022.154   0%        
h224->h476                      0.018     19.253     1848.063   0%        
h225->h477                      0.018     20.790     1951.279   0%        
h226->h478                      0.015     17.588     1777.172   0%        
h227->h479                      0.017     20.769     1963.874   0%        
h228->h480                      0.017     19.167     1845.335   0%        
h229->h481                      0.018     22.093     2072.188   0%        
h230->h482                      0.058     21.005     1981.783   0%        
h231->h483                      0.017     21.040     2005.190   0%        
h232->h484                      0.017     21.021     2000.149   0%        
h233->h485                      0.017     20.834     1974.077   0%        
h234->h486                      0.019     22.996     2152.040   0%        
h235->h487                      0.014     23.008     2153.380   0%        
h236->h488                      0.018     20.816     1963.219   0%        
h237->h489                      0.017     22.285     2104.446   0%        
h238->h490                      0.015     22.111     2073.748   0%        
h239->h491                      0.019     19.155     1844.269   0%        
h240->h492                      0.015     21.010     1996.846   0%        
h241->h493                      0.019     18.768     1786.927   0%        
h242->h494                      0.018     18.788     1783.520   0%        
h243->h495                      0.017     18.847     1779.548   0%        
h244->h496                      0.015     20.594     1929.114   0%        
h245->h497                      0.017     18.863     1781.303   0%        
h246->h498                      0.022     21.135     2014.090   0%        
h247->h499                      0.018     20.652     1932.919   0%        
h248->h500                      0.016     20.627     1932.464   0%        
h249->h501                      0.017     22.248     2111.387   0%        
h250->h502                      0.018     21.273     2024.386   0%        
h251->h503                      0.017     21.303     2025.541   0%        
h252->h504                      0.019     20.429     1898.046   0%        

Topology mean RTT : 15.804 ms  (across 252 pairs)
