=== OVS Snapshot: post_churn @ 2026-04-19T22:19:46,478861811-07:00 ===
--- agg1 ---
OFPST_FLOW reply (OF1.3) (xid=0x2):
 cookie=0x0, duration=3225.578s, table=0, n_packets=2385, n_bytes=143100, priority=65535,dl_dst=01:80:c2:00:00:0e,dl_type=0x88cc actions=CONTROLLER:65535
 cookie=0x0, duration=16.535s, table=0, n_packets=18617, n_bytes=974328826, idle_timeout=15, priority=100,tcp,in_port=8,nw_src=10.0.0.154,nw_dst=10.0.1.152,tp_src=57392,tp_dst=5001 actions=set_field:00:00:00:00:01:96->eth_dst,output:18
 cookie=0x0, duration=15.477s, table=0, n_packets=5474, n_bytes=303419996, idle_timeout=15, priority=100,tcp,in_port=8,nw_src=10.0.0.163,nw_dst=10.0.1.161,tp_src=46894,tp_dst=5001 actions=set_field:00:00:00:00:01:9f->eth_dst,output:19
 cookie=0x0, duration=15.477s, table=0, n_packets=1319, n_bytes=87242, idle_timeout=15, priority=100,tcp,in_port=19,nw_src=10.0.1.161,nw_dst=10.0.0.163,tp_src=5001,tp_dst=46894 actions=set_field:00:00:00:00:00:a3->eth_dst,output:8
 cookie=0x0, duration=15.476s, table=0, n_packets=1331, n_bytes=87882, idle_timeout=15, priority=100,tcp,in_port=19,nw_src=10.0.1.156,nw_dst=10.0.0.158,tp_src=5001,tp_dst=59056 actions=set_field:00:00:00:00:00:9e->eth_dst,output:8
 cookie=0x0, duration=15.476s, table=0, n_packets=6923, n_bytes=381487326, idle_timeout=15, priority=100,tcp,in_port=8,nw_src=10.0.0.158,nw_dst=10.0.1.156,tp_src=59056,tp_dst=5001 actions=set_field:00:00:00:00:01:9a->eth_dst,output:19
 cookie=0x0, duration=15.476s, table=0, n_packets=13494, n_bytes=683909732, idle_timeout=15, priority=100,tcp,in_port=8,nw_src=10.0.0.166,nw_dst=10.0.1.164,tp_src=45502,tp_dst=5001 actions=set_field:00:00:00:00:01:a2->eth_dst,output:19
 cookie=0x0, duration=15.476s, table=0, n_packets=3460, n_bytes=228428, idle_timeout=15, priority=100,tcp,in_port=19,nw_src=10.0.1.164,nw_dst=10.0.0.166,tp_src=5001,tp_dst=45502 actions=set_field:00:00:00:00:00:a6->eth_dst,output:8
 cookie=0x0, duration=15.462s, table=0, n_packets=7113, n_bytes=380350458, idle_timeout=15, priority=100,tcp,in_port=8,nw_src=10.0.0.149,nw_dst=10.0.1.147,tp_src=34648,tp_dst=5001 actions=set_field:00:00:00:00:01:91->eth_dst,output:18
 cookie=0x0, duration=15.462s, table=0, n_packets=1549, n_bytes=102710, idle_timeout=15, priority=100,tcp,in_port=18,nw_src=10.0.1.147,nw_dst=10.0.0.149,tp_src=5001,tp_dst=34648 actions=set_field:00:00:00:00:00:95->eth_dst,output:8
 cookie=0x0, duration=15.432s, table=0, n_packets=10506, n_bytes=572961372, idle_timeout=15, priority=100,tcp,in_port=8,nw_src=10.0.0.162,nw_dst=10.0.1.160,tp_src=60618,tp_dst=5001 actions=set_field:00:00:00:00:01:9e->eth_dst,output:19
 cookie=0x0, duration=15.432s, table=0, n_packets=2491, n_bytes=164582, idle_timeout=15, priority=100,tcp,in_port=19,nw_src=10.0.1.160,nw_dst=10.0.0.162,tp_src=5001,tp_dst=60618 actions=set_field:00:00:00:00:00:a2->eth_dst,output:8
 cookie=0x0, duration=15.410s, table=0, n_packets=12098, n_bytes=601656580, idle_timeout=15, priority=100,tcp,in_port=8,nw_src=10.0.0.167,nw_dst=10.0.1.165,tp_src=59458,tp_dst=5001 actions=set_field:00:00:00:00:01:a3->eth_dst,output:19
 cookie=0x0, duration=15.410s, table=0, n_packets=1671, n_bytes=110650, idle_timeout=15, priority=100,tcp,in_port=19,nw_src=10.0.1.165,nw_dst=10.0.0.167,tp_src=5001,tp_dst=59458 actions=set_field:00:00:00:00:00:a7->eth_dst,output:8
 cookie=0x0, duration=15.365s, table=0, n_packets=7424, n_bytes=380742680, idle_timeout=15, priority=100,tcp,in_port=8,nw_src=10.0.0.145,nw_dst=10.0.1.143,tp_src=59834,tp_dst=5001 actions=set_field:00:00:00:00:01:8d->eth_dst,output:18
 cookie=0x0, duration=15.365s, table=0, n_packets=1954, n_bytes=129224, idle_timeout=15, priority=100,tcp,in_port=18,nw_src=10.0.1.143,nw_dst=10.0.0.145,tp_src=5001,tp_dst=59834 actions=set_field:00:00:00:00:00:91->eth_dst,output:8
 cookie=0x0, duration=15.246s, table=0, n_packets=8741, n_bytes=432344378, idle_timeout=15, priority=100,tcp,in_port=12,nw_src=10.0.0.249,nw_dst=10.0.1.247,tp_src=35952,tp_dst=5001 actions=set_field:00:00:00:00:01:f5->eth_dst,output:22
 cookie=0x0, duration=15.246s, table=0, n_packets=4005, n_bytes=264890, idle_timeout=15, priority=100,tcp,in_port=22,nw_src=10.0.1.247,nw_dst=10.0.0.249,tp_src=5001,tp_dst=35952 actions=set_field:00:00:00:00:00:f9->eth_dst,output:12
 cookie=0x0, duration=15.246s, table=0, n_packets=5225, n_bytes=272732458, idle_timeout=15, priority=100,tcp,in_port=12,nw_src=10.0.0.250,nw_dst=10.0.1.248,tp_src=60040,tp_dst=5001 actions=set_field:00:00:00:00:01:f6->eth_dst,output:22
 cookie=0x0, duration=15.246s, table=0, n_packets=1419, n_bytes=94034, idle_timeout=15, priority=100,tcp,in_port=22,nw_src=10.0.1.248,nw_dst=10.0.0.250,tp_src=5001,tp_dst=60040 actions=set_field:00:00:00:00:00:fa->eth_dst,output:12
 cookie=0x0, duration=15.107s, table=0, n_packets=5890, n_bytes=303573036, idle_timeout=15, priority=100,tcp,in_port=12,nw_src=10.0.0.248,nw_dst=10.0.1.246,tp_src=45376,tp_dst=5001 actions=set_field:00:00:00:00:01:f4->eth_dst,output:22
 cookie=0x0, duration=15.107s, table=0, n_packets=829, n_bytes=54962, idle_timeout=15, priority=100,tcp,in_port=22,nw_src=10.0.1.246,nw_dst=10.0.0.248,tp_src=5001,tp_dst=45376 actions=set_field:00:00:00:00:00:f8->eth_dst,output:12
 cookie=0x0, duration=15.107s, table=0, n_packets=9010, n_bytes=493582868, idle_timeout=15, priority=100,tcp,in_port=12,nw_src=10.0.0.241,nw_dst=10.0.1.239,tp_src=60530,tp_dst=5001 actions=set_field:00:00:00:00:01:ed->eth_dst,output:22
 cookie=0x0, duration=15.107s, table=0, n_packets=1899, n_bytes=125702, idle_timeout=15, priority=100,tcp,in_port=22,nw_src=10.0.1.239,nw_dst=10.0.0.241,tp_src=5001,tp_dst=60530 actions=set_field:00:00:00:00:00:f1->eth_dst,output:12
 cookie=0x0, duration=15.054s, table=0, n_packets=24277, n_bytes=1047876914, idle_timeout=15, priority=100,tcp,in_port=12,nw_src=10.0.0.247,nw_dst=10.0.1.245,tp_src=57424,tp_dst=5001 actions=set_field:00:00:00:00:01:f3->eth_dst,output:22
 cookie=0x0, duration=15.054s, table=0, n_packets=11233, n_bytes=741806, idle_timeout=15, priority=100,tcp,in_port=22,nw_src=10.0.1.245,nw_dst=10.0.0.247,tp_src=5001,tp_dst=57424 actions=set_field:00:00:00:00:00:f7->eth_dst,output:12
 cookie=0x0, duration=15.050s, table=0, n_packets=4604, n_bytes=240322696, idle_timeout=15, priority=100,tcp,in_port=12,nw_src=10.0.0.245,nw_dst=10.0.1.243,tp_src=53032,tp_dst=5001 actions=set_field:00:00:00:00:01:f1->eth_dst,output:22
 cookie=0x0, duration=15.050s, table=0, n_packets=1359, n_bytes=90074, idle_timeout=15, priority=100,tcp,in_port=22,nw_src=10.0.1.243,nw_dst=10.0.0.245,tp_src=5001,tp_dst=53032 actions=set_field:00:00:00:00:00:f5->eth_dst,output:12
