=== ICMP Latency Summary (RFC 8456 §5.1.2) ===
Topology : Large (~500+ hosts, 48-port switches)   Pairs: 252

Pair                           Min(ms)    Avg(ms)    Max(ms)    Loss(%)   
h61->h313                       0.014     0.156      56.007     0%        
h62->h314                       0.015     0.235      100.437    0%        
h63->h315                       0.015     0.182      70.383     0%        
h64->h316                       0.013     0.175      67.634     0%        
h65->h317                       0.013     0.147      54.349     0%        
h66->h318                       0.014     0.163      59.175     0%        
h67->h319                       0.016     0.232      103.982    0%        
h68->h320                       0.016     0.235      102.876    0%        
h69->h321                       0.013     0.213      92.548     0%        
h70->h322                       0.014     0.208      92.459     0%        
h71->h323                       0.018     0.214      90.967     0%        
h72->h324                       0.015     0.170      64.179     0%        
h73->h325                       0.015     0.203      81.820     0%        
h74->h326                       0.015     0.154      56.278     0%        
h75->h327                       0.014     0.198      81.156     0%        
h76->h328                       0.014     0.228      97.856     0%        
h77->h329                       0.014     0.203      82.888     0%        
h78->h330                       0.014     0.175      68.959     0%        
h79->h331                       0.014     0.210      89.739     0%        
h80->h332                       0.014     0.175      66.994     0%        
h81->h333                       0.014     0.191      80.804     0%        
h82->h334                       0.014     0.198      79.047     0%        
h83->h335                       0.013     0.176      70.988     0%        
h84->h336                       0.013     0.197      81.059     0%        
h85->h337                       0.014     0.228      96.645     0%        
h86->h338                       0.015     0.367      186.584    0%        
h87->h339                       0.013     0.213      90.351     0%        
h88->h340                       0.013     0.384      186.313    0%        
h89->h341                       0.015     0.204      80.436     0%        
h90->h342                       0.013     0.195      81.614     0%        
h91->h343                       0.013     0.194      80.229     0%        
h92->h344                       0.015     0.191      80.366     0%        
h93->h345                       0.015     0.221      94.744     0%        
h94->h346                       0.013     0.211      92.682     0%        
h95->h347                       0.014     0.222      95.430     0%        
h96->h348                       0.012     0.224      96.830     0%        
h97->h349                       0.013     0.223      98.923     0%        
h98->h350                       0.015     0.476      249.306    0%        
h99->h351                       0.014     0.226      101.157    0%        
h100->h352                      0.013     0.499      257.442    0%        
h101->h353                      0.014     0.255      114.654    0%        
h102->h354                      0.015     0.426      221.982    0%        
h103->h355                      0.013     0.530      277.593    0%        
h104->h356                      0.016     0.277      125.872    0%        
h105->h357                      0.015     0.510      263.008    0%        
h106->h358                      0.013     0.491      260.393    0%        
h107->h359                      0.015     0.218      95.279     0%        
h108->h360                      0.014     0.247      111.365    0%        
h109->h361                      0.015     0.547      290.323    0%        
h110->h362                      0.014     0.241      105.308    0%        
h111->h363                      0.014     0.505      262.745    0%        
h112->h364                      0.014     0.247      107.325    0%        
h113->h365                      0.013     0.519      277.261    0%        
h114->h366                      0.016     0.475      249.102    0%        
h115->h367                      0.014     0.262      124.176    0%        
h116->h368                      0.013     0.241      103.710    0%        
h117->h369                      0.014     0.560      297.755    0%        
h118->h370                      0.015     0.548      289.671    0%        
h119->h371                      0.013     0.544      290.200    0%        
h120->h372                      0.015     0.510      263.048    0%        
h121->h373                      0.015     0.529      278.044    0%        
h122->h374                      0.014     0.531      278.650    0%        
h123->h375                      0.014     0.532      279.142    0%        
h124->h376                      0.015     0.510      268.596    0%        
h125->h377                      0.016     0.522      277.026    0%        
h126->h378                      0.014     0.541      283.467    0%        
h127->h379                      0.014     0.504      265.151    0%        
h128->h380                      0.014     0.525      277.587    0%        
h129->h381                      0.015     0.517      272.949    0%        
h130->h382                      0.015     0.498      261.920    0%        
h131->h383                      0.012     0.532      279.881    0%        
h132->h384                      0.015     0.539      286.374    0%        
h133->h385                      0.017     0.515      269.631    0%        
h134->h386                      0.012     0.259      117.800    0%        
h135->h387                      0.013     0.531      281.182    0%        
h136->h388                      0.016     0.505      260.350    0%        
h137->h389                      0.014     0.530      279.378    0%        
h138->h390                      0.014     0.512      273.286    0%        
h139->h391                      0.013     0.233      103.083    0%        
h140->h392                      0.013     0.534      286.444    0%        
h141->h393                      0.015     0.518      272.782    0%        
h142->h394                      0.016     0.530      281.721    0%        
h143->h395                      0.018     0.517      269.988    0%        
h144->h396                      0.012     0.527      274.200    0%        
h145->h397                      0.013     0.503      265.585    0%        
h146->h398                      0.015     0.520      276.660    0%        
h147->h399                      0.013     0.516      272.605    0%        
h148->h400                      0.014     0.489      259.639    0%        
h149->h401                      0.014     0.516      268.372    0%        
h150->h402                      0.013     0.499      262.100    0%        
h151->h403                      0.014     0.506      267.666    0%        
h152->h404                      0.014     0.509      267.668    0%        
h153->h405                      0.014     0.504      267.820    0%        
h154->h406                      0.015     0.497      260.541    0%        
h155->h407                      0.013     0.517      271.244    0%        
h156->h408                      0.015     0.522      272.606    0%        
h157->h409                      0.013     0.511      270.287    0%        
h158->h410                      0.014     0.511      267.205    0%        
h159->h411                      0.013     0.521      275.417    0%        
h160->h412                      0.018     0.300      147.241    0%        
h161->h413                      0.015     0.480      256.663    0%        
h162->h414                      0.014     0.517      267.786    0%        
h163->h415                      0.013     0.481      251.630    0%        
h164->h416                      0.013     0.528      279.216    0%        
h165->h417                      0.012     0.503      269.414    0%        
h166->h418                      0.013     0.505      264.566    0%        
h167->h419                      0.017     0.487      253.993    0%        
h168->h420                      0.013     0.511      272.118    0%        
h169->h421                      0.014     0.494      264.093    0%        
h170->h422                      0.014     0.269      124.791    0%        
h171->h423                      0.014     0.261      120.585    0%        
h172->h424                      0.013     0.276      136.389    0%        
h173->h425                      0.014     0.512      270.136    0%        
h174->h426                      0.014     0.279      131.580    0%        
h175->h427                      0.015     0.297      142.556    0%        
h176->h428                      0.012     0.293      142.565    0%        
h177->h429                      0.016     0.544      286.980    0%        
h178->h430                      0.015     0.270      126.049    0%        
h179->h431                      0.013     0.537      287.014    0%        
h180->h432                      0.015     0.302      138.303    0%        
h181->h433                      0.013     0.514      272.819    0%        
h182->h434                      0.012     0.293      139.814    0%        
h183->h435                      0.015     0.507      269.162    0%        
h184->h436                      0.012     0.291      132.631    0%        
h185->h437                      0.013     0.275      123.381    0%        
h186->h438                      0.012     0.340      170.381    0%        
h187->h439                      0.014     0.334      164.992    0%        
h188->h440                      0.015     0.270      130.584    0%        
h189->h441                      0.013     0.503      267.016    0%        
h190->h442                      0.013     0.290      141.955    0%        
h191->h443                      0.014     0.292      138.361    0%        
h192->h444                      0.014     0.492      261.363    0%        
h193->h445                      0.015     0.351      176.448    0%        
h194->h446                      0.016     0.303      144.796    0%        
h195->h447                      0.014     0.499      262.866    0%        
h196->h448                      0.013     0.339      165.333    0%        
h197->h449                      0.018     0.301      141.066    0%        
h198->h450                      0.016     0.309      149.163    0%        
h199->h451                      0.015     0.501      264.443    0%        
h200->h452                      0.015     0.287      138.758    0%        
h201->h453                      0.015     0.509      269.667    0%        
h202->h454                      0.015     0.283      131.740    0%        
h203->h455                      0.013     0.513      272.103    0%        
h204->h456                      0.013     0.308      149.584    0%        
h205->h457                      0.013     0.511      271.267    0%        
h206->h458                      0.012     0.513      270.279    0%        
h207->h459                      0.014     0.476      253.499    0%        
h208->h460                      0.014     0.507      268.874    0%        
h209->h461                      0.017     0.505      264.122    0%        
h210->h462                      0.016     0.469      249.720    0%        
h211->h463                      0.015     0.308      147.485    0%        
h212->h464                      0.015     0.490      257.663    0%        
h213->h465                      0.014     0.493      260.794    0%        
h214->h466                      0.013     0.479      254.993    0%        
h215->h467                      0.014     0.493      261.178    0%        
h216->h468                      0.013     0.500      266.073    0%        
h217->h469                      0.014     0.342      170.625    0%        
h218->h470                      0.014     0.320      151.713    0%        
h219->h471                      0.015     0.315      153.563    0%        
h220->h472                      0.012     0.315      157.356    0%        
h221->h473                      0.013     0.318      156.605    0%        
h222->h474                      0.014     0.314      150.150    0%        
h223->h475                      0.014     0.314      154.154    0%        
h224->h476                      0.011     0.301      150.348    0%        
h225->h477                      0.014     0.319      153.114    0%        
h226->h478                      0.013     0.315      151.329    0%        
h227->h479                      0.013     0.516      269.224    0%        
h228->h480                      0.014     0.365      184.373    0%        
h229->h481                      0.012     0.307      153.505    0%        
h230->h482                      0.014     0.316      152.102    0%        
h231->h483                      0.013     0.306      151.353    0%        
h232->h484                      0.016     0.509      271.858    0%        
h233->h485                      0.013     0.479      252.969    0%        
h234->h486                      0.015     0.482      251.922    0%        
h235->h487                      0.015     0.312      151.487    0%        
h236->h488                      0.013     0.474      254.037    0%        
h237->h489                      0.013     0.356      184.284    0%        
h238->h490                      0.015     0.310      150.188    0%        
h239->h491                      0.013     0.366      185.879    0%        
h240->h492                      0.014     0.386      192.118    0%        
h241->h493                      0.013     0.296      144.073    0%        
h242->h494                      0.013     0.454      192.276    0%        
h243->h495                      0.014     0.348      171.864    0%        
h244->h496                      0.014     0.474      251.264    0%        
h245->h497                      0.014     0.370      191.303    0%        
h246->h498                      0.013     0.375      192.556    0%        
h247->h499                      0.013     0.323      163.249    0%        
h248->h500                      0.014     0.475      252.978    0%        
h249->h501                      0.013     0.362      185.706    0%        
h250->h502                      0.016     0.381      186.332    0%        
h251->h503                      0.013     0.472      251.320    0%        
h252->h504                      0.014     0.477      251.059    0%        

Topology mean RTT : .331 ms  (across 252 pairs)
