=== OVS Snapshot: mid_churn @ 2026-04-19T22:19:14,339888000-07:00 ===
--- agg1 ---
OFPST_FLOW reply (OF1.3) (xid=0x2): flags=[more]
 cookie=0x0, duration=3193.491s, table=0, n_packets=2351, n_bytes=141060, priority=65535,dl_dst=01:80:c2:00:00:0e,dl_type=0x88cc actions=CONTROLLER:65535
 cookie=0x0, duration=11.875s, table=0, n_packets=7618, n_bytes=337114516, idle_timeout=15, priority=100,tcp,in_port=2,nw_src=10.0.0.2,nw_dst=10.0.0.254,tp_src=55050,tp_dst=5001 actions=set_field:00:00:00:00:00:fe->eth_dst,output:12
 cookie=0x0, duration=11.809s, table=0, n_packets=2317, n_bytes=116959602, idle_timeout=15, priority=100,tcp,in_port=2,nw_src=10.0.0.5,nw_dst=10.0.1.3,tp_src=54544,tp_dst=5001 actions=set_field:00:00:00:00:01:01->eth_dst,output:12
 cookie=0x0, duration=11.809s, table=0, n_packets=783, n_bytes=51890, idle_timeout=15, priority=100,tcp,in_port=12,nw_src=10.0.1.3,nw_dst=10.0.0.5,tp_src=5001,tp_dst=54544 actions=set_field:00:00:00:00:00:05->eth_dst,output:2
 cookie=0x0, duration=11.809s, table=0, n_packets=3436, n_bytes=157914616, idle_timeout=15, priority=100,tcp,in_port=2,nw_src=10.0.0.11,nw_dst=10.0.1.9,tp_src=45354,tp_dst=5001 actions=set_field:00:00:00:00:01:07->eth_dst,output:12
 cookie=0x0, duration=11.809s, table=0, n_packets=1146, n_bytes=75764, idle_timeout=15, priority=100,tcp,in_port=12,nw_src=10.0.1.9,nw_dst=10.0.0.11,tp_src=5001,tp_dst=45354 actions=set_field:00:00:00:00:00:0b->eth_dst,output:2
 cookie=0x0, duration=11.809s, table=0, n_packets=2639, n_bytes=135191238, idle_timeout=15, priority=100,tcp,in_port=2,nw_src=10.0.0.18,nw_dst=10.0.1.16,tp_src=47802,tp_dst=5001 actions=set_field:00:00:00:00:01:0e->eth_dst,output:13
 cookie=0x0, duration=11.809s, table=0, n_packets=833, n_bytes=55118, idle_timeout=15, priority=100,tcp,in_port=13,nw_src=10.0.1.16,nw_dst=10.0.0.18,tp_src=5001,tp_dst=47802 actions=set_field:00:00:00:00:00:12->eth_dst,output:2
 cookie=0x0, duration=11.808s, table=0, n_packets=2266, n_bytes=111562172, idle_timeout=15, priority=100,tcp,in_port=4,nw_src=10.0.0.55,nw_dst=10.0.1.53,tp_src=40774,tp_dst=5001 actions=set_field:00:00:00:00:01:33->eth_dst,output:14
 cookie=0x0, duration=11.808s, table=0, n_packets=609, n_bytes=40226, idle_timeout=15, priority=100,tcp,in_port=14,nw_src=10.0.1.53,nw_dst=10.0.0.55,tp_src=5001,tp_dst=40774 actions=set_field:00:00:00:00:00:37->eth_dst,output:4
 cookie=0x0, duration=11.808s, table=0, n_packets=2301, n_bytes=114053442, idle_timeout=15, priority=100,tcp,in_port=4,nw_src=10.0.0.60,nw_dst=10.0.1.58,tp_src=42204,tp_dst=5001 actions=set_field:00:00:00:00:01:38->eth_dst,output:14
 cookie=0x0, duration=11.808s, table=0, n_packets=587, n_bytes=38750, idle_timeout=15, priority=100,tcp,in_port=14,nw_src=10.0.1.58,nw_dst=10.0.0.60,tp_src=5001,tp_dst=42204 actions=set_field:00:00:00:00:00:3c->eth_dst,output:4
 cookie=0x0, duration=11.808s, table=0, n_packets=14504, n_bytes=310683656, idle_timeout=15, priority=100,tcp,in_port=4,nw_src=10.0.0.50,nw_dst=10.0.1.48,tp_src=56338,tp_dst=5001 actions=set_field:00:00:00:00:01:2e->eth_dst,output:14
 cookie=0x0, duration=11.808s, table=0, n_packets=10148, n_bytes=669812, idle_timeout=15, priority=100,tcp,in_port=14,nw_src=10.0.1.48,nw_dst=10.0.0.50,tp_src=5001,tp_dst=56338 actions=set_field:00:00:00:00:00:32->eth_dst,output:4
 cookie=0x0, duration=11.808s, table=0, n_packets=2088, n_bytes=106945000, idle_timeout=15, priority=100,tcp,in_port=4,nw_src=10.0.0.59,nw_dst=10.0.1.57,tp_src=33198,tp_dst=5001 actions=set_field:00:00:00:00:01:37->eth_dst,output:14
 cookie=0x0, duration=11.793s, table=0, n_packets=513, n_bytes=33938, idle_timeout=15, priority=100,tcp,in_port=14,nw_src=10.0.1.57,nw_dst=10.0.0.59,tp_src=5001,tp_dst=33198 actions=set_field:00:00:00:00:00:3b->eth_dst,output:4
 cookie=0x0, duration=11.793s, table=0, n_packets=2958, n_bytes=152768668, idle_timeout=15, priority=100,tcp,in_port=4,nw_src=10.0.0.51,nw_dst=10.0.1.49,tp_src=46014,tp_dst=5001 actions=set_field:00:00:00:00:01:2f->eth_dst,output:14
 cookie=0x0, duration=11.792s, table=0, n_packets=777, n_bytes=51386, idle_timeout=15, priority=100,tcp,in_port=14,nw_src=10.0.1.49,nw_dst=10.0.0.51,tp_src=5001,tp_dst=46014 actions=set_field:00:00:00:00:00:33->eth_dst,output:4
 cookie=0x0, duration=11.792s, table=0, n_packets=1848, n_bytes=77687616, idle_timeout=15, priority=100,tcp,in_port=3,nw_src=10.0.0.37,nw_dst=10.0.1.35,tp_src=46856,tp_dst=5001 actions=set_field:00:00:00:00:01:21->eth_dst,output:14
 cookie=0x0, duration=11.792s, table=0, n_packets=674, n_bytes=46232, idle_timeout=15, priority=100,tcp,in_port=14,nw_src=10.0.1.35,nw_dst=10.0.0.37,tp_src=5001,tp_dst=46856 actions=set_field:00:00:00:00:00:25->eth_dst,output:3
 cookie=0x0, duration=11.792s, table=0, n_packets=1517, n_bytes=72197218, idle_timeout=15, priority=100,tcp,in_port=3,nw_src=10.0.0.39,nw_dst=10.0.1.37,tp_src=45818,tp_dst=5001 actions=set_field:00:00:00:00:01:23->eth_dst,output:14
 cookie=0x0, duration=11.792s, table=0, n_packets=460, n_bytes=30464, idle_timeout=15, priority=100,tcp,in_port=14,nw_src=10.0.1.37,nw_dst=10.0.0.39,tp_src=5001,tp_dst=45818 actions=set_field:00:00:00:00:00:27->eth_dst,output:3
 cookie=0x0, duration=11.792s, table=0, n_packets=2807, n_bytes=123123310, idle_timeout=15, priority=100,tcp,in_port=4,nw_src=10.0.0.69,nw_dst=10.0.1.67,tp_src=36406,tp_dst=5001 actions=set_field:00:00:00:00:01:41->eth_dst,output:15
 cookie=0x0, duration=11.792s, table=0, n_packets=986, n_bytes=65156, idle_timeout=15, priority=100,tcp,in_port=15,nw_src=10.0.1.67,nw_dst=10.0.0.69,tp_src=5001,tp_dst=36406 actions=set_field:00:00:00:00:00:45->eth_dst,output:4
 cookie=0x0, duration=11.771s, table=0, n_packets=3663, n_bytes=114974158, idle_timeout=15, priority=100,tcp,in_port=3,nw_src=10.0.0.27,nw_dst=10.0.1.25,tp_src=49024,tp_dst=5001 actions=set_field:00:00:00:00:01:17->eth_dst,output:13
 cookie=0x0, duration=11.771s, table=0, n_packets=2069, n_bytes=137030, idle_timeout=15, priority=100,tcp,in_port=13,nw_src=10.0.1.25,nw_dst=10.0.0.27,tp_src=5001,tp_dst=49024 actions=set_field:00:00:00:00:00:1b->eth_dst,output:3
 cookie=0x0, duration=11.751s, table=0, n_packets=1879, n_bytes=100410302, idle_timeout=15, priority=100,tcp,in_port=3,nw_src=10.0.0.33,nw_dst=10.0.1.31,tp_src=53226,tp_dst=5001 actions=set_field:00:00:00:00:01:1d->eth_dst,output:13
 cookie=0x0, duration=11.751s, table=0, n_packets=499, n_bytes=33230, idle_timeout=15, priority=100,tcp,in_port=13,nw_src=10.0.1.31,nw_dst=10.0.0.33,tp_src=5001,tp_dst=53226 actions=set_field:00:00:00:00:00:21->eth_dst,output:3
 cookie=0x0, duration=11.734s, table=0, n_packets=2920, n_bytes=129247904, idle_timeout=15, priority=100,tcp,in_port=3,nw_src=10.0.0.25,nw_dst=10.0.1.23,tp_src=55098,tp_dst=5001 actions=set_field:00:00:00:00:01:15->eth_dst,output:13
 cookie=0x0, duration=11.734s, table=0, n_packets=1163, n_bytes=77090, idle_timeout=15, priority=100,tcp,in_port=13,nw_src=10.0.1.23,nw_dst=10.0.0.25,tp_src=5001,tp_dst=55098 actions=set_field:00:00:00:00:00:19->eth_dst,output:3
 cookie=0x0, duration=11.712s, table=0, n_packets=2255, n_bytes=108302526, idle_timeout=15, priority=100,tcp,in_port=3,nw_src=10.0.0.32,nw_dst=10.0.1.30,tp_src=34970,tp_dst=5001 actions=set_field:00:00:00:00:01:1c->eth_dst,output:13
 cookie=0x0, duration=11.712s, table=0, n_packets=730, n_bytes=48476, idle_timeout=15, priority=100,tcp,in_port=13,nw_src=10.0.1.30,nw_dst=10.0.0.32,tp_src=5001,tp_dst=34970 actions=set_field:00:00:00:00:00:20->eth_dst,output:3
 cookie=0x0, duration=11.690s, table=0, n_packets=2638, n_bytes=127605340, idle_timeout=15, priority=100,tcp,in_port=2,nw_src=10.0.0.20,nw_dst=10.0.1.18,tp_src=56232,tp_dst=5001 actions=set_field:00:00:00:00:01:10->eth_dst,output:13
 cookie=0x0, duration=11.690s, table=0, n_packets=904, n_bytes=60056, idle_timeout=15, priority=100,tcp,in_port=13,nw_src=10.0.1.18,nw_dst=10.0.0.20,tp_src=5001,tp_dst=56232 actions=set_field:00:00:00:00:00:14->eth_dst,output:2
 cookie=0x0, duration=11.678s, table=0, n_packets=2147, n_bytes=98025038, idle_timeout=15, priority=100,tcp,in_port=2,nw_src=10.0.0.6,nw_dst=10.0.1.4,tp_src=47008,tp_dst=5001 actions=set_field:00:00:00:00:01:02->eth_dst,output:12
 cookie=0x0, duration=11.678s, table=0, n_packets=869, n_bytes=58238, idle_timeout=15, priority=100,tcp,in_port=12,nw_src=10.0.1.4,nw_dst=10.0.0.6,tp_src=5001,tp_dst=47008 actions=set_field:00:00:00:00:00:06->eth_dst,output:2
 cookie=0x0, duration=11.656s, table=0, n_packets=4346, n_bytes=130075324, idle_timeout=15, priority=100,tcp,in_port=2,nw_src=10.0.0.24,nw_dst=10.0.1.22,tp_src=37712,tp_dst=5001 actions=set_field:00:00:00:00:01:14->eth_dst,output:13
 cookie=0x0, duration=11.656s, table=0, n_packets=2555, n_bytes=169022, idle_timeout=15, priority=100,tcp,in_port=13,nw_src=10.0.1.22,nw_dst=10.0.0.24,tp_src=5001,tp_dst=37712 actions=set_field:00:00:00:00:00:18->eth_dst,output:2
 cookie=0x0, duration=11.628s, table=0, n_packets=3088, n_bytes=148865648, idle_timeout=15, priority=100,tcp,in_port=2,nw_src=10.0.0.19,nw_dst=10.0.1.17,tp_src=47394,tp_dst=5001 actions=set_field:00:00:00:00:01:0f->eth_dst,output:13
 cookie=0x0, duration=11.628s, table=0, n_packets=1085, n_bytes=71954, idle_timeout=15, priority=100,tcp,in_port=13,nw_src=10.0.1.17,nw_dst=10.0.0.19,tp_src=5001,tp_dst=47394 actions=set_field:00:00:00:00:00:13->eth_dst,output:2
 cookie=0x0, duration=11.628s, table=0, n_packets=1971, n_bytes=81461790, idle_timeout=15, priority=100,tcp,in_port=2,nw_src=10.0.0.10,nw_dst=10.0.1.8,tp_src=38848,tp_dst=5001 actions=set_field:00:00:00:00:01:06->eth_dst,output:12
 cookie=0x0, duration=11.628s, table=0, n_packets=823, n_bytes=56282, idle_timeout=15, priority=100,tcp,in_port=12,nw_src=10.0.1.8,nw_dst=10.0.0.10,tp_src=5001,tp_dst=38848 actions=set_field:00:00:00:00:00:0a->eth_dst,output:2
 cookie=0x0, duration=11.627s, table=0, n_packets=3707, n_bytes=166257558, idle_timeout=15, priority=100,tcp,in_port=5,nw_src=10.0.0.81,nw_dst=10.0.1.79,tp_src=42590,tp_dst=5001 actions=set_field:00:00:00:00:01:4d->eth_dst,output:15
 cookie=0x0, duration=11.627s, table=0, n_packets=1729, n_bytes=114122, idle_timeout=15, priority=100,tcp,in_port=15,nw_src=10.0.1.79,nw_dst=10.0.0.81,tp_src=5001,tp_dst=42590 actions=set_field:00:00:00:00:00:51->eth_dst,output:5
 cookie=0x0, duration=11.627s, table=0, n_packets=744, n_bytes=22334248, idle_timeout=15, priority=100,tcp,in_port=3,nw_src=10.0.0.40,nw_dst=10.0.1.38,tp_src=44000,tp_dst=5001 actions=set_field:00:00:00:00:01:24->eth_dst,output:14
 cookie=0x0, duration=11.627s, table=0, n_packets=352, n_bytes=23276, idle_timeout=15, priority=100,tcp,in_port=14,nw_src=10.0.1.38,nw_dst=10.0.0.40,tp_src=5001,tp_dst=44000 actions=set_field:00:00:00:00:00:28->eth_dst,output:3
 cookie=0x0, duration=11.627s, table=0, n_packets=964, n_bytes=6093296, idle_timeout=15, priority=100,tcp,in_port=3,nw_src=10.0.0.41,nw_dst=10.0.1.39,tp_src=56070,tp_dst=5001 actions=set_field:00:00:00:00:01:25->eth_dst,output:14
 cookie=0x0, duration=11.627s, table=0, n_packets=363, n_bytes=23978, idle_timeout=15, priority=100,tcp,in_port=14,nw_src=10.0.1.39,nw_dst=10.0.0.41,tp_src=5001,tp_dst=56070 actions=set_field:00:00:00:00:00:29->eth_dst,output:3
 cookie=0x0, duration=11.611s, table=0, n_packets=2253, n_bytes=98547818, idle_timeout=15, priority=100,tcp,in_port=3,nw_src=10.0.0.44,nw_dst=10.0.1.42,tp_src=49436,tp_dst=5001 actions=set_field:00:00:00:00:01:28->eth_dst,output:14
 cookie=0x0, duration=11.611s, table=0, n_packets=733, n_bytes=48422, idle_timeout=15, priority=100,tcp,in_port=14,nw_src=10.0.1.42,nw_dst=10.0.0.44,tp_src=5001,tp_dst=49436 actions=set_field:00:00:00:00:00:2c->eth_dst,output:3
 cookie=0x0, duration=11.579s, table=0, n_packets=1439, n_bytes=48440014, idle_timeout=15, priority=100,tcp,in_port=3,nw_src=10.0.0.34,nw_dst=10.0.1.32,tp_src=39572,tp_dst=5001 actions=set_field:00:00:00:00:01:1e->eth_dst,output:13
 cookie=0x0, duration=11.579s, table=0, n_packets=354, n_bytes=23396, idle_timeout=15, priority=100,tcp,in_port=13,nw_src=10.0.1.32,nw_dst=10.0.0.34,tp_src=5001,tp_dst=39572 actions=set_field:00:00:00:00:00:22->eth_dst,output:3
 cookie=0x0, duration=11.579s, table=0, n_packets=2496, n_bytes=79072560, idle_timeout=15, priority=100,tcp,in_port=5,nw_src=10.0.0.96,nw_dst=10.0.1.94,tp_src=52162,tp_dst=5001 actions=set_field:00:00:00:00:01:5c->eth_dst,output:16
 cookie=0x0, duration=11.579s, table=0, n_packets=1195, n_bytes=78926, idle_timeout=15, priority=100,tcp,in_port=16,nw_src=10.0.1.94,nw_dst=10.0.0.96,tp_src=5001,tp_dst=52162 actions=set_field:00:00:00:00:00:60->eth_dst,output:5
 cookie=0x0, duration=11.563s, table=0, n_packets=1383, n_bytes=38894078, idle_timeout=15, priority=100,tcp,in_port=3,nw_src=10.0.0.29,nw_dst=10.0.1.27,tp_src=37164,tp_dst=5001 actions=set_field:00:00:00:00:01:19->eth_dst,output:13
 cookie=0x0, duration=11.563s, table=0, n_packets=346, n_bytes=22880, idle_timeout=15, priority=100,tcp,in_port=13,nw_src=10.0.1.27,nw_dst=10.0.0.29,tp_src=5001,tp_dst=37164 actions=set_field:00:00:00:00:00:1d->eth_dst,output:3
 cookie=0x0, duration=11.562s, table=0, n_packets=2150, n_bytes=72774508, idle_timeout=15, priority=100,tcp,in_port=5,nw_src=10.0.0.88,nw_dst=10.0.1.86,tp_src=37624,tp_dst=5001 actions=set_field:00:00:00:00:01:54->eth_dst,output:16
 cookie=0x0, duration=11.562s, table=0, n_packets=1071, n_bytes=77918, idle_timeout=15, priority=100,tcp,in_port=16,nw_src=10.0.1.86,nw_dst=10.0.0.88,tp_src=5001,tp_dst=37624 actions=set_field:00:00:00:00:00:58->eth_dst,output:5
 cookie=0x0, duration=11.562s, table=0, n_packets=1623, n_bytes=69313142, idle_timeout=15, priority=100,tcp,in_port=3,nw_src=10.0.0.45,nw_dst=10.0.1.43,tp_src=47234,tp_dst=5001 actions=set_field:00:00:00:00:01:29->eth_dst,output:14
 cookie=0x0, duration=11.562s, table=0, n_packets=629, n_bytes=41522, idle_timeout=15, priority=100,tcp,in_port=14,nw_src=10.0.1.43,nw_dst=10.0.0.45,tp_src=5001,tp_dst=47234 actions=set_field:00:00:00:00:00:2d->eth_dst,output:3
 cookie=0x0, duration=11.562s, table=0, n_packets=2479, n_bytes=84991414, idle_timeout=15, priority=100,tcp,in_port=2,nw_src=10.0.0.4,nw_dst=10.0.1.2,tp_src=49336,tp_dst=5001 actions=set_field:00:00:00:00:01:00->eth_dst,output:12
 cookie=0x0, duration=11.562s, table=0, n_packets=1312, n_bytes=86972, idle_timeout=15, priority=100,tcp,in_port=12,nw_src=10.0.1.2,nw_dst=10.0.0.4,tp_src=5001,tp_dst=49336 actions=set_field:00:00:00:00:00:04->eth_dst,output:2
 cookie=0x0, duration=11.549s, table=0, n_packets=2557, n_bytes=122065722, idle_timeout=15, priority=100,tcp,in_port=3,nw_src=10.0.0.43,nw_dst=10.0.1.41,tp_src=41018,tp_dst=5001 actions=set_field:00:00:00:00:01:27->eth_dst,output:14
 cookie=0x0, duration=11.549s, table=0, n_packets=914, n_bytes=60332, idle_timeout=15, priority=100,tcp,in_port=14,nw_src=10.0.1.41,nw_dst=10.0.0.43,tp_src=5001,tp_dst=41018 actions=set_field:00:00:00:00:00:2b->eth_dst,output:3
 cookie=0x0, duration=11.549s, table=0, n_packets=1793, n_bytes=72602954, idle_timeout=15, priority=100,tcp,in_port=3,nw_src=10.0.0.46,nw_dst=10.0.1.44,tp_src=49058,tp_dst=5001 actions=set_field:00:00:00:00:01:2a->eth_dst,output:14
 cookie=0x0, duration=11.549s, table=0, n_packets=610, n_bytes=40304, idle_timeout=15, priority=100,tcp,in_port=14,nw_src=10.0.1.44,nw_dst=10.0.0.46,tp_src=5001,tp_dst=49058 actions=set_field:00:00:00:00:00:2e->eth_dst,output:3
 cookie=0x0, duration=11.535s, table=0, n_packets=1128, n_bytes=16412544, idle_timeout=15, priority=100,tcp,in_port=6,nw_src=10.0.0.113,nw_dst=10.0.1.111,tp_src=45686,tp_dst=5001 actions=set_field:00:00:00:00:01:6d->eth_dst,output:17
 cookie=0x0, duration=11.535s, table=0, n_packets=636, n_bytes=42332, idle_timeout=15, priority=100,tcp,in_port=17,nw_src=10.0.1.111,nw_dst=10.0.0.113,tp_src=5001,tp_dst=45686 actions=set_field:00:00:00:00:00:71->eth_dst,output:6
 cookie=0x0, duration=11.535s, table=0, n_packets=1506, n_bytes=62096460, idle_timeout=15, priority=100,tcp,in_port=5,nw_src=10.0.0.93,nw_dst=10.0.1.91,tp_src=40840,tp_dst=5001 actions=set_field:00:00:00:00:01:59->eth_dst,output:16
 cookie=0x0, duration=11.535s, table=0, n_packets=559, n_bytes=36902, idle_timeout=15, priority=100,tcp,in_port=16,nw_src=10.0.1.91,nw_dst=10.0.0.93,tp_src=5001,tp_dst=40840 actions=set_field:00:00:00:00:00:5d->eth_dst,output:5
 cookie=0x0, duration=11.523s, table=0, n_packets=1588, n_bytes=69603200, idle_timeout=15, priority=100,tcp,in_port=4,nw_src=10.0.0.64,nw_dst=10.0.1.62,tp_src=60084,tp_dst=5001 actions=set_field:00:00:00:00:01:3c->eth_dst,output:15
 cookie=0x0, duration=11.523s, table=0, n_packets=507, n_bytes=33518, idle_timeout=15, priority=100,tcp,in_port=15,nw_src=10.0.1.62,nw_dst=10.0.0.64,tp_src=5001,tp_dst=60084 actions=set_field:00:00:00:00:00:40->eth_dst,output:4
 cookie=0x0, duration=11.523s, table=0, n_packets=1317, n_bytes=48737810, idle_timeout=15, priority=100,tcp,in_port=5,nw_src=10.0.0.74,nw_dst=10.0.1.72,tp_src=58270,tp_dst=5001 actions=set_field:00:00:00:00:01:46->eth_dst,output:15
 cookie=0x0, duration=11.523s, table=0, n_packets=657, n_bytes=44054, idle_timeout=15, priority=100,tcp,in_port=15,nw_src=10.0.1.72,nw_dst=10.0.0.74,tp_src=5001,tp_dst=58270 actions=set_field:00:00:00:00:00:4a->eth_dst,output:5
 cookie=0x0, duration=11.523s, table=0, n_packets=2299, n_bytes=106978318, idle_timeout=15, priority=100,tcp,in_port=4,nw_src=10.0.0.72,nw_dst=10.0.1.70,tp_src=52464,tp_dst=5001 actions=set_field:00:00:00:00:01:44->eth_dst,output:15
 cookie=0x0, duration=11.523s, table=0, n_packets=734, n_bytes=48476, idle_timeout=15, priority=100,tcp,in_port=15,nw_src=10.0.1.70,nw_dst=10.0.0.72,tp_src=5001,tp_dst=52464 actions=set_field:00:00:00:00:00:48->eth_dst,output:4
 cookie=0x0, duration=11.523s, table=0, n_packets=1151, n_bytes=25799390, idle_timeout=15, priority=100,tcp,in_port=5,nw_src=10.0.0.75,nw_dst=10.0.1.73,tp_src=48400,tp_dst=5001 actions=set_field:00:00:00:00:01:47->eth_dst,output:15
 cookie=0x0, duration=11.523s, table=0, n_packets=564, n_bytes=39572, idle_timeout=15, priority=100,tcp,in_port=15,nw_src=10.0.1.73,nw_dst=10.0.0.75,tp_src=5001,tp_dst=48400 actions=set_field:00:00:00:00:00:4b->eth_dst,output:5
 cookie=0x0, duration=11.523s, table=0, n_packets=1613, n_bytes=56548570, idle_timeout=15, priority=100,tcp,in_port=4,nw_src=10.0.0.56,nw_dst=10.0.1.54,tp_src=35588,tp_dst=5001 actions=set_field:00:00:00:00:01:34->eth_dst,output:14
 cookie=0x0, duration=11.523s, table=0, n_packets=811, n_bytes=57386, idle_timeout=15, priority=100,tcp,in_port=14,nw_src=10.0.1.54,nw_dst=10.0.0.56,tp_src=5001,tp_dst=35588 actions=set_field:00:00:00:00:00:38->eth_dst,output:4
 cookie=0x0, duration=11.509s, table=0, n_packets=1495, n_bytes=65768182, idle_timeout=15, priority=100,tcp,in_port=5,nw_src=10.0.0.73,nw_dst=10.0.1.71,tp_src=35152,tp_dst=5001 actions=set_field:00:00:00:00:01:45->eth_dst,output:15
 cookie=0x0, duration=11.509s, table=0, n_packets=439, n_bytes=29006, idle_timeout=15, priority=100,tcp,in_port=15,nw_src=10.0.1.71,nw_dst=10.0.0.73,tp_src=5001,tp_dst=35152 actions=set_field:00:00:00:00:00:49->eth_dst,output:5
 cookie=0x0, duration=11.492s, table=0, n_packets=1867, n_bytes=38106294, idle_timeout=15, priority=100,tcp,in_port=5,nw_src=10.0.0.82,nw_dst=10.0.1.80,tp_src=58448,tp_dst=5001 actions=set_field:00:00:00:00:01:4e->eth_dst,output:15
