=== ICMP Latency Summary (RFC 8456 §5.1.2) ===
Topology : Large (~500+ hosts, 48-port switches)   Pairs: 252

Pair                           Min(ms)    Avg(ms)    Max(ms)    Loss(%)   
h122->h374                      0.013     9.159      2035.994   0%        
h123->h375                      0.013     27.841     8982.415   0%        
h124->h376                      0.014     9.196      2050.403   0%        
h125->h377                      0.013     14.326     2278.131   0%        
h126->h378                      0.012     27.181     8970.311   0%        
h127->h379                      0.014     11.889     2308.915   0%        
h128->h380                      0.013     28.010     8997.554   0%        
h129->h381                      0.013     12.051     2348.788   0%        
h130->h382                      0.013     14.923     2365.826   0%        
h131->h383                      0.012     27.175     8970.737   0%        
h132->h384                      0.012     9.446      2082.668   0%        
h133->h385                      0.014     16.915     2393.935   0%        
h134->h386                      0.014     17.165     2414.220   0%        
h135->h387                      0.013     9.859      2142.543   0%        
h136->h388                      0.014     16.831     2394.191   0%        
h137->h389                      0.013     12.354     2295.127   0%        
h138->h390                      0.013     16.479     2331.356   0%        
h139->h391                      0.015     11.872     2231.293   0%        
h140->h392                      0.014     16.474     2338.207   0%        
h141->h393                      0.014     23.198     8958.231   0%        
h142->h394                      0.013     17.224     2436.959   0%        
h143->h395                      0.013     27.954     8982.462   0%        
h144->h396                      0.014     11.847     2263.865   0%        
h145->h397                      0.013     11.753     2186.808   0%        
h146->h398                      0.013     9.928      2188.908   0%        
h147->h399                      0.013     12.027     2169.221   0%        
h148->h400                      0.011     11.881     2141.635   0%        
h149->h401                      0.014     28.132     8994.332   0%        
h150->h402                      0.013     11.659     2157.008   0%        
h151->h403                      0.014     17.331     2471.452   0%        
h152->h404                      0.012     16.857     2392.349   0%        
h153->h405                      0.014     17.266     2439.854   0%        
h154->h406                      0.014     12.355     2269.106   0%        
h155->h407                      0.013     16.690     2377.350   0%        
h156->h408                      0.014     16.298     2353.112   0%        
h157->h409                      0.014     11.850     2216.948   0%        
h158->h410                      0.012     16.095     2327.214   0%        
h159->h411                      0.015     16.982     2392.622   0%        
h160->h412                      0.013     28.168     8994.441   0%        
h161->h413                      0.013     14.789     2359.290   0%        
h162->h414                      0.015     16.968     2372.675   0%        
h163->h415                      0.013     16.748     2372.814   0%        
h164->h416                      0.013     16.296     2350.224   0%        
h165->h417                      0.013     23.277     8944.154   0%        
h166->h418                      0.012     16.692     2349.335   0%        
h167->h419                      0.013     13.835     2268.425   0%        
h168->h420                      0.013     13.845     2306.543   0%        
h169->h421                      0.013     14.108     2224.599   0%        
h170->h422                      0.013     22.813     8938.094   0%        
h171->h423                      0.014     13.251     2156.973   0%        
h172->h424                      0.012     9.472      1965.577   0%        
h173->h425                      0.013     13.870     2224.686   0%        
h174->h426                      0.012     14.600     2267.935   0%        
h175->h427                      0.012     13.751     2194.861   0%        
h176->h428                      0.013     13.330     2172.022   0%        
h177->h429                      0.015     9.086      1962.144   0%        
h178->h430                      0.014     27.155     8976.590   0%        
h179->h431                      0.013     14.850     2283.274   0%        
h180->h432                      0.013     13.948     2252.989   0%        
h181->h433                      0.013     14.516     2258.784   0%        
h182->h434                      0.013     11.863     2224.652   0%        
h183->h435                      0.013     13.652     2190.298   0%        
h184->h436                      0.014     27.541     8971.716   0%        
h185->h437                      0.012     16.375     2360.699   0%        
h186->h438                      0.013     9.623      2000.056   0%        
h187->h439                      0.012     15.095     2291.313   0%        
h188->h440                      0.013     13.718     2172.026   0%        
h189->h441                      0.014     23.707     8949.406   0%        
h190->h442                      0.014     9.660      2035.357   0%        
h191->h443                      0.013     9.394      1975.143   0%        
h192->h444                      0.012     23.583     8947.856   0%        
h193->h445                      0.013     9.495      2063.981   0%        
h194->h446                      0.012     14.271     2279.502   0%        
h195->h447                      0.015     14.037     2242.535   0%        
h196->h448                      0.013     9.749      2138.646   0%        
h197->h449                      0.012     9.507      2080.988   0%        
h198->h450                      0.013     9.411      2052.659   0%        
h199->h451                      0.013     9.404      2036.695   0%        
h200->h452                      0.013     9.607      2070.053   0%        
h201->h453                      0.012     14.887     2385.120   0%        
h202->h454                      0.012     14.080     2307.566   0%        
h203->h455                      0.012     13.899     2268.442   0%        
h204->h456                      0.012     14.929     2347.295   0%        
h205->h457                      0.014     14.915     2363.132   0%        
h206->h458                      0.014     13.658     2259.707   0%        
h207->h459                      0.012     15.082     2390.096   0%        
h208->h460                      0.014     13.946     2295.732   0%        
h209->h461                      0.013     16.144     2353.433   0%        
h210->h462                      0.013     16.426     2352.119   0%        
h211->h463                      0.012     14.807     2347.273   0%        
h212->h464                      0.013     14.816     2333.413   0%        
h213->h465                      0.013     16.778     2372.228   0%        
h214->h466                      0.014     17.217     2394.505   0%        
h215->h467                      0.013     14.755     2381.232   0%        
h216->h468                      0.013     16.818     2376.483   0%        
h217->h469                      0.013     14.825     2399.760   0%        
h218->h470                      0.012     14.060     2296.494   0%        
h219->h471                      0.015     14.101     2310.029   0%        
h220->h472                      0.013     18.675     2416.767   0%        
h221->h473                      0.013     14.098     2308.254   0%        
h222->h474                      0.014     32.571     8978.565   0%        
h223->h475                      0.013     41.351     8972.659   0%        
h224->h476                      0.013     14.674     2395.907   0%        
h225->h477                      0.014     18.414     2347.585   0%        
h226->h478                      0.013     14.607     2416.775   0%        
h227->h479                      0.012     32.540     8978.606   0%        
h228->h480                      0.013     14.686     2323.212   0%        
h229->h481                      0.013     21.785     2579.727   0%        
h230->h482                      0.012     21.510     2567.534   0%        
h231->h483                      0.013     21.684     2654.289   0%        
h232->h484                      0.012     17.140     2435.734   0%        
h233->h485                      0.012     32.457     8979.258   0%        
h234->h486                      0.013     21.139     2504.013   0%        
h235->h487                      0.013     21.179     2504.807   0%        
h236->h488                      0.014     17.190     2452.236   0%        
h237->h489                      0.014     32.425     8979.967   0%        
h238->h490                      0.016     21.210     2556.809   0%        
h239->h491                      0.013     32.441     8979.667   0%        
h240->h492                      0.014     21.320     2546.846   0%        
h241->h493                      0.013     14.644     2356.117   0%        
h242->h494                      0.013     8.625      1774.294   0%        
h243->h495                      0.014     11.386     2305.550   0%        
h244->h496                      0.012     8.637      1774.267   0%        
h245->h497                      0.013     14.757     2380.045   0%        
h246->h498                      0.014     12.199     1791.826   0%        
h247->h499                      0.014     8.617      1774.573   0%        
h248->h500                      0.013     8.910      1810.320   0%        
h249->h501                      0.013     12.444     1842.140   0%        
h250->h502                      0.012     12.267     1837.987   0%        
h251->h503                      0.014     12.088     1825.661   0%        
h252->h504                      0.013     12.257     1852.907   0%        

Topology mean RTT : 15.481 ms  (across 252 pairs)
