=== ICMP Latency Summary (RFC 8456 §5.1.2) ===
Topology : Large (~500+ hosts, 48-port switches)   Pairs: 252

Pair                           Min(ms)    Avg(ms)    Max(ms)    Loss(%)   
h62->h314                       0.014     0.642      347.421    0%        
h63->h315                       0.016     0.211      89.702     0%        
h64->h316                       0.014     0.210      88.424     0%        
h65->h317                       0.014     0.184      67.223     0%        
h66->h318                       0.014     0.672      364.900    0%        
h67->h319                       0.013     0.679      365.668    0%        
h68->h320                       0.015     0.226      99.118     0%        
h69->h321                       0.015     0.648      349.225    0%        
h70->h322                       0.014     0.498      259.519    0%        
h71->h323                       0.015     0.211      90.487     0%        
h72->h324                       0.015     0.665      356.760    0%        
h73->h325                       0.013     0.275      126.497    0%        
h74->h326                       0.012     0.273      127.810    0%        
h75->h327                       0.013     0.666      365.941    0%        
h76->h328                       0.018     0.273      122.521    0%        
h77->h329                       0.012     0.281      129.824    0%        
h78->h330                       0.012     0.274      130.122    0%        
h79->h331                       0.013     0.272      123.816    0%        
h80->h332                       0.013     0.279      130.214    0%        
h81->h333                       0.014     0.280      127.378    0%        
h82->h334                       0.014     0.266      126.285    0%        
h83->h335                       0.012     0.671      372.041    0%        
h84->h336                       0.019     0.696      373.011    0%        
h85->h337                       0.014     0.277      126.348    0%        
h86->h338                       0.016     0.678      364.440    0%        
h87->h339                       0.013     0.702      382.679    0%        
h88->h340                       0.014     0.562      295.612    0%        
h89->h341                       0.013     0.278      131.714    0%        
h90->h342                       0.014     0.274      129.198    0%        
h91->h343                       0.012     0.581      315.040    0%        
h92->h344                       0.013     0.556      294.132    0%        
h93->h345                       0.012     0.373      184.805    0%        
h94->h346                       0.014     0.360      180.899    0%        
h95->h347                       0.017     0.277      126.301    0%        
h96->h348                       0.014     0.270      124.999    0%        
h97->h349                       0.012     0.299      144.528    0%        
h98->h350                       0.016     0.701      378.157    0%        
h99->h351                       0.013     0.710      389.607    0%        
h100->h352                      0.014     0.356      176.218    0%        
h101->h353                      0.014     0.303      140.444    0%        
h102->h354                      0.012     0.733      404.669    0%        
h103->h355                      0.014     0.301      143.324    0%        
h104->h356                      0.013     0.754      414.613    0%        
h105->h357                      0.015     0.736      405.342    0%        
h106->h358                      0.014     0.294      139.540    0%        
h107->h359                      0.014     0.315      151.865    0%        
h108->h360                      0.014     0.302      143.516    0%        
h109->h361                      0.014     0.568      300.039    0%        
h110->h362                      0.014     0.693      378.651    0%        
h111->h363                      0.014     0.300      143.304    0%        
h112->h364                      0.012     0.643      342.699    0%        
h113->h365                      0.014     0.693      377.004    0%        
h114->h366                      0.012     0.722      398.889    0%        
h115->h367                      0.013     0.763      422.617    0%        
h116->h368                      0.012     0.643      348.709    0%        
h117->h369                      0.014     0.669      359.532    0%        
h118->h370                      0.013     0.768      423.355    0%        
h119->h371                      0.013     0.349      178.120    0%        
h120->h372                      0.014     0.734      399.405    0%        
h121->h373                      0.013     0.603      323.023    0%        
h122->h374                      0.015     0.629      338.944    0%        
h123->h375                      0.014     0.837      462.563    0%        
h124->h376                      0.013     0.832      462.755    0%        
h125->h377                      0.014     0.817      454.698    0%        
h126->h378                      0.011     0.604      328.578    0%        
h127->h379                      0.014     0.827      456.427    0%        
h128->h380                      0.013     0.633      346.425    0%        
h129->h381                      0.013     0.661      354.080    0%        
h130->h382                      0.013     0.929      364.455    0%        
h131->h383                      0.013     0.650      354.752    0%        
h132->h384                      0.013     0.615      338.283    0%        
h133->h385                      0.014     1.098      409.004    0%        
h134->h386                      0.014     0.780      432.191    0%        
h135->h387                      0.015     0.344      168.897    0%        
h136->h388                      0.013     0.794      439.463    0%        
h137->h389                      0.014     0.773      426.210    0%        
h138->h390                      0.013     0.823      456.868    0%        
h139->h391                      0.013     0.797      441.373    0%        
h140->h392                      0.013     0.742      406.471    0%        
h141->h393                      0.014     0.660      358.039    0%        
h142->h394                      0.013     0.664      359.166    0%        
h143->h395                      0.014     0.680      371.858    0%        
h144->h396                      0.013     0.731      400.106    0%        
h145->h397                      0.015     0.603      324.546    0%        
h146->h398                      0.014     0.618      330.517    0%        
h147->h399                      0.014     0.644      350.688    0%        
h148->h400                      0.014     0.613      331.061    0%        
h149->h401                      0.013     0.688      378.439    0%        
h150->h402                      0.015     0.625      338.968    0%        
h151->h403                      0.014     0.912      359.107    0%        
h152->h404                      0.014     0.701      379.554    0%        
h153->h405                      0.013     0.688      379.019    0%        
h154->h406                      0.015     0.710      227.392    0%        
h155->h407                      0.018     0.704      376.645    0%        
h156->h408                      0.014     0.978      395.031    0%        
h157->h409                      0.015     0.740      238.000    0%        
h158->h410                      0.014     0.619      335.171    0%        
h159->h411                      0.013     0.647      202.594    0%        
h160->h412                      0.014     0.639      345.563    0%        
h161->h413                      0.013     0.942      366.192    0%        
h162->h414                      0.013     0.403      203.575    0%        
h163->h415                      0.013     0.980      372.994    0%        
h164->h416                      0.014     0.641      344.049    0%        
h165->h417                      0.013     0.918      366.400    0%        
h166->h418                      0.015     0.923      352.633    0%        
h167->h419                      0.013     0.758      248.948    0%        
h168->h420                      0.014     0.934      362.794    0%        
h169->h421                      0.015     0.693      214.956    0%        
h170->h422                      0.015     0.384      188.848    0%        
h171->h423                      0.012     0.380      189.752    0%        
h172->h424                      0.012     0.355      177.349    0%        
h173->h425                      0.014     0.647      205.876    0%        
h174->h426                      0.015     0.700      234.395    0%        
h175->h427                      0.012     1.129      428.522    0%        
h176->h428                      0.012     0.957      313.454    0%        
h177->h429                      0.015     0.398      199.505    0%        
h178->h430                      0.013     0.928      304.733    0%        
h179->h431                      0.012     0.706      225.020    0%        
h180->h432                      0.014     0.902      286.729    0%        
h181->h433                      0.013     1.065      412.795    0%        
h182->h434                      0.013     0.893      349.928    0%        
h183->h435                      0.013     1.045      403.000    0%        
h184->h436                      0.013     0.889      298.558    0%        
h185->h437                      0.013     0.869      278.661    0%        
h186->h438                      0.018     0.974      372.182    0%        
h187->h439                      0.014     0.720      234.290    0%        
h188->h440                      0.015     0.749      251.202    0%        
h189->h441                      0.014     0.811      261.745    0%        
h190->h442                      0.013     0.829      269.889    0%        
h191->h443                      0.015     0.858      269.287    0%        
h192->h444                      0.014     1.096      412.532    0%        
h193->h445                      0.014     0.349      169.687    0%        
h194->h446                      0.013     0.710      237.523    0%        
h195->h447                      0.013     0.350      176.028    0%        
h196->h448                      0.013     0.362      180.870    0%        
h197->h449                      0.014     0.855      338.482    0%        
h198->h450                      0.012     0.377      186.689    0%        
h199->h451                      0.013     0.637      199.921    0%        
h200->h452                      0.014     1.029      387.600    0%        
h201->h453                      0.012     0.372      183.870    0%        
h202->h454                      0.012     0.378      191.150    0%        
h203->h455                      0.015     0.652      343.628    0%        
h204->h456                      0.013     0.673      219.258    0%        
h205->h457                      0.015     0.706      228.652    0%        
h206->h458                      0.012     0.651      210.473    0%        
h207->h459                      0.014     1.030      392.013    0%        
h208->h460                      0.016     0.750      245.383    0%        
h209->h461                      0.017     0.809      260.775    0%        
h210->h462                      0.012     0.955      364.696    0%        
h211->h463                      0.013     0.842      278.672    0%        
h212->h464                      0.013     0.830      272.394    0%        
h213->h465                      0.013     0.978      374.822    0%        
h214->h466                      0.013     0.995      382.859    0%        
h215->h467                      0.012     1.005      382.991    0%        
h216->h468                      0.014     0.976      369.376    0%        
h217->h469                      0.014     0.384      192.850    0%        
h218->h470                      0.015     0.338      160.500    0%        
h219->h471                      0.013     0.713      235.844    0%        
h220->h472                      0.012     0.773      253.165    0%        
h221->h473                      0.014     0.765      261.860    0%        
h222->h474                      0.012     0.851      287.893    0%        
h223->h475                      0.011     0.740      243.199    0%        
h224->h476                      0.014     0.342      165.248    0%        
h225->h477                      0.013     0.863      340.048    0%        
h226->h478                      0.013     0.357      174.353    0%        
h227->h479                      0.013     0.631      211.021    0%        
h228->h480                      0.013     0.395      201.553    0%        
h229->h481                      0.013     0.995      378.562    0%        
h230->h482                      0.013     0.337      165.592    0%        
h231->h483                      0.014     1.018      384.937    0%        
h232->h484                      0.012     0.784      269.295    0%        
h233->h485                      0.015     0.930      373.136    0%        
h234->h486                      0.012     0.862      335.554    0%        
h235->h487                      0.015     0.989      379.574    0%        
h236->h488                      0.013     0.374      184.189    0%        
h237->h489                      0.014     0.980      376.691    0%        
h238->h490                      0.013     0.892      365.407    0%        
h239->h491                      0.013     0.788      267.855    0%        
h240->h492                      0.014     1.018      386.272    0%        
h241->h493                      0.012     0.569      304.867    0%        
h242->h494                      0.015     0.364      176.605    0%        
h243->h495                      0.016     0.597      315.758    0%        
h244->h496                      0.013     0.602      323.066    0%        
h245->h497                      0.018     0.631      209.664    0%        
h246->h498                      0.014     0.856      349.358    0%        
h247->h499                      0.014     0.367      181.621    0%        
h248->h500                      0.015     0.625      209.333    0%        
h249->h501                      0.012     0.633      339.198    0%        
h250->h502                      0.013     0.594      315.787    0%        
h251->h503                      0.016     0.648      346.237    0%        
h252->h504                      0.013     0.857      343.803    0%        

Topology mean RTT : .580 ms  (across 252 pairs)
