=== ICMP Latency Summary (RFC 8456 §5.1.2) ===
Topology : Large (~500+ hosts, 48-port switches)   Pairs: 252

Pair                           Min(ms)    Avg(ms)    Max(ms)    Loss(%)   
h87->h339                       0.013     0.456      232.315    0%        
h88->h340                       0.014     0.361      177.575    0%        
h89->h341                       0.015     0.508      268.774    0%        
h90->h342                       0.015     0.509      266.470    0%        
h91->h343                       0.012     0.523      274.143    0%        
h92->h344                       0.012     0.534      281.988    0%        
h93->h345                       0.015     0.533      280.785    0%        
h94->h346                       0.017     0.272      121.468    0%        
h95->h347                       0.013     0.521      272.990    0%        
h96->h348                       0.014     0.259      114.095    0%        
h97->h349                       0.015     0.484      254.158    0%        
h98->h350                       0.013     0.489      256.290    0%        
h99->h351                       0.015     0.498      253.612    0%        
h100->h352                      0.014     0.487      251.341    0%        
h101->h353                      0.015     0.285      129.699    0%        
h102->h354                      0.015     0.525      270.778    0%        
h103->h355                      0.012     0.303      136.508    0%        
h104->h356                      0.013     0.278      126.445    0%        
h105->h357                      0.013     0.537      286.968    0%        
h106->h358                      0.014     0.567      296.906    0%        
h107->h359                      0.014     0.289      130.658    0%        
h108->h360                      0.016     0.285      130.818    0%        
h109->h361                      0.014     0.568      294.773    0%        
h110->h362                      0.012     0.517      274.280    0%        
h111->h363                      0.012     0.519      271.347    0%        
h112->h364                      0.013     0.297      136.805    0%        
h113->h365                      0.013     0.572      300.114    0%        
h114->h366                      0.014     0.298      139.863    0%        
h115->h367                      0.014     0.530      271.515    0%        
h116->h368                      0.015     0.289      136.903    0%        
h117->h369                      0.014     0.300      138.900    0%        
h118->h370                      0.013     0.514      269.618    0%        
h119->h371                      0.013     0.280      129.769    0%        
h120->h372                      0.015     0.523      270.111    0%        
h121->h373                      0.015     0.518      267.034    0%        
h122->h374                      0.012     0.271      119.671    0%        
h123->h375                      0.014     0.524      273.824    0%        
h124->h376                      0.012     0.286      134.377    0%        
h125->h377                      0.015     0.288      129.756    0%        
h126->h378                      0.014     0.286      135.616    0%        
h127->h379                      0.012     0.300      134.734    0%        
h128->h380                      0.013     0.302      138.781    0%        
h129->h381                      0.014     0.279      129.339    0%        
h130->h382                      0.014     0.290      132.205    0%        
h131->h383                      0.013     0.286      130.556    0%        
h132->h384                      0.015     0.280      129.070    0%        
h133->h385                      0.013     0.517      270.533    0%        
h134->h386                      0.014     0.521      272.483    0%        
h135->h387                      0.014     0.556      287.511    0%        
h136->h388                      0.013     0.549      290.352    0%        
h137->h389                      0.013     0.333      150.967    0%        
h138->h390                      0.013     0.531      275.483    0%        
h139->h391                      0.015     0.329      151.645    0%        
h140->h392                      0.012     0.544      286.685    0%        
h141->h393                      0.014     0.530      274.104    0%        
h142->h394                      0.015     0.544      285.513    0%        
h143->h395                      0.014     0.529      278.656    0%        
h144->h396                      0.014     0.517      272.977    0%        
h145->h397                      0.015     0.535      278.830    0%        
h146->h398                      0.015     0.545      288.167    0%        
h147->h399                      0.014     0.536      282.167    0%        
h148->h400                      0.012     0.548      287.827    0%        
h149->h401                      0.014     0.532      273.964    0%        
h150->h402                      0.013     0.528      273.205    0%        
h151->h403                      0.013     0.539      283.546    0%        
h152->h404                      0.013     0.550      289.339    0%        
h153->h405                      0.013     0.538      283.183    0%        
h154->h406                      0.012     0.521      275.983    0%        
h155->h407                      0.012     0.517      271.879    0%        
h156->h408                      0.013     0.535      282.686    0%        
h157->h409                      0.013     0.304      139.196    0%        
h158->h410                      0.013     0.309      141.561    0%        
h159->h411                      0.011     0.526      278.948    0%        
h160->h412                      0.015     0.527      275.927    0%        
h161->h413                      0.012     0.535      281.551    0%        
h162->h414                      0.015     0.347      167.835    0%        
h163->h415                      0.013     0.308      142.202    0%        
h164->h416                      0.011     0.521      273.893    0%        
h165->h417                      0.014     0.523      276.863    0%        
h166->h418                      0.013     0.307      146.560    0%        
h167->h419                      0.012     0.531      280.288    0%        
h168->h420                      0.013     0.301      144.472    0%        
h169->h421                      0.014     0.544      288.590    0%        
h170->h422                      0.014     0.337      158.217    0%        
h171->h423                      0.013     0.326      152.634    0%        
h172->h424                      0.012     0.535      281.145    0%        
h173->h425                      0.012     0.322      153.221    0%        
h174->h426                      0.011     0.317      156.825    0%        
h175->h427                      0.013     0.534      281.006    0%        
h176->h428                      0.013     0.322      154.202    0%        
h177->h429                      0.012     0.515      268.944    0%        
h178->h430                      0.012     0.505      266.907    0%        
h179->h431                      0.013     0.326      157.329    0%        
h180->h432                      0.014     0.321      152.246    0%        
h181->h433                      0.013     0.461      237.181    0%        
h182->h434                      0.012     0.323      156.950    0%        
h183->h435                      0.013     0.516      271.835    0%        
h184->h436                      0.013     0.537      271.035    0%        
h185->h437                      0.014     0.326      157.311    0%        
h186->h438                      0.013     0.513      268.017    0%        
h187->h439                      0.014     0.520      274.835    0%        
h188->h440                      0.013     0.516      271.982    0%        
h189->h441                      0.013     0.538      274.151    0%        
h190->h442                      0.016     0.324      155.581    0%        
h191->h443                      0.012     0.508      267.674    0%        
h192->h444                      0.013     0.523      273.570    0%        
h193->h445                      0.013     0.329      158.690    0%        
h194->h446                      0.014     0.330      154.668    0%        
h195->h447                      0.012     0.392      199.086    0%        
h196->h448                      0.012     0.329      159.792    0%        
h197->h449                      0.014     0.479      252.817    0%        
h198->h450                      0.014     0.495      211.156    0%        
h199->h451                      0.012     0.332      159.369    0%        
h200->h452                      0.013     0.337      160.061    0%        
h201->h453                      0.013     0.336      162.070    0%        
h202->h454                      0.014     0.321      155.529    0%        
h203->h455                      0.016     0.321      155.012    0%        
h204->h456                      0.011     0.482      257.390    0%        
h205->h457                      0.013     0.514      271.901    0%        
h206->h458                      0.014     0.496      257.081    0%        
h207->h459                      0.015     0.489      254.644    0%        
h208->h460                      0.015     0.497      258.444    0%        
h209->h461                      0.014     0.483      253.349    0%        
h210->h462                      0.012     0.488      254.585    0%        
h211->h463                      0.013     0.572      258.464    0%        
h212->h464                      0.013     0.486      253.224    0%        
h213->h465                      0.013     0.494      257.682    0%        
h214->h466                      0.013     0.573      256.964    0%        
h215->h467                      0.013     0.484      253.724    0%        
h216->h468                      0.013     0.509      265.123    0%        
h217->h469                      0.013     0.366      178.945    0%        
h218->h470                      0.013     0.382      192.985    0%        
h219->h471                      0.015     0.491      206.248    0%        
h220->h472                      0.012     0.327      158.920    0%        
h221->h473                      0.013     0.342      166.471    0%        
h222->h474                      0.013     0.327      160.148    0%        
h223->h475                      0.013     0.348      175.066    0%        
h224->h476                      0.012     0.327      159.654    0%        
h225->h477                      0.013     0.363      172.269    0%        
h226->h478                      0.014     0.365      178.486    0%        
h227->h479                      0.013     0.346      168.178    0%        
h228->h480                      0.016     0.345      169.822    0%        
h229->h481                      0.014     0.500      258.596    0%        
h230->h482                      0.012     0.558      251.433    0%        
h231->h483                      0.014     0.563      251.404    0%        
h232->h484                      0.014     0.579      257.256    0%        
h233->h485                      0.015     0.480      246.341    0%        
h234->h486                      0.014     0.480      207.373    0%        
h235->h487                      0.013     0.562      252.332    0%        
h236->h488                      0.015     0.568      252.139    0%        
h237->h489                      0.012     0.564      251.300    0%        
h238->h490                      0.013     0.457      193.046    0%        
h239->h491                      0.015     0.478      246.860    0%        
h240->h492                      0.012     0.491      209.218    0%        
h241->h493                      0.012     0.462      240.970    0%        
h242->h494                      0.013     0.372      182.396    0%        
h243->h495                      0.014     0.472      244.864    0%        
h244->h496                      0.012     0.332      160.174    0%        
h245->h497                      0.013     0.332      160.511    0%        
h246->h498                      0.014     0.352      174.072    0%        
h247->h499                      0.012     0.327      160.515    0%        
h248->h500                      0.014     0.450      235.205    0%        
h249->h501                      0.015     0.326      155.692    0%        
h250->h502                      0.013     0.367      182.244    0%        
h251->h503                      0.014     0.478      241.623    0%        
h252->h504                      0.013     0.463      237.839    0%        

Topology mean RTT : .359 ms  (across 252 pairs)
