=== ICMP Latency Summary (RFC 8456 §5.1.2) ===
Topology : Large (~500+ hosts, 48-port switches)   Pairs: 252

Pair                           Min(ms)    Avg(ms)    Max(ms)    Loss(%)   
h65->h317                       0.013     17.094     1701.624   0%        
h66->h318                       0.014     16.784     1651.326   0%        
h67->h319                       0.015     17.004     1677.358   0%        
h68->h320                       0.015     16.976     1670.017   0%        
h69->h321                       0.011     19.861     1808.652   0%        
h70->h322                       0.016     23.835     2095.944   0%        
h71->h323                       0.016     23.636     2020.231   0%        
h72->h324                       0.015     23.753     2020.899   0%        
h73->h325                       0.014     25.979     2322.977   0%        
h74->h326                       0.014     21.713     2095.914   0%        
h75->h327                       0.014     20.993     1923.708   0%        
h76->h328                       0.016     21.415     1928.281   0%        
h77->h329                       0.015     23.638     2021.047   0%        
h78->h330                       0.017     28.663     2335.307   0%        
h79->h331                       0.015     24.169     2039.479   0%        
h80->h332                       0.015     21.590     2017.272   0%        
h81->h333                       0.015     24.255     2076.659   0%        
h82->h334                       0.015     25.981     2318.914   0%        
h83->h335                       0.015     25.921     2315.050   0%        
h84->h336                       0.016     29.104     2350.034   0%        
h85->h337                       0.015     21.609     2095.918   0%        
h86->h338                       0.016     29.302     2335.309   0%        
h87->h339                       0.015     23.813     2095.921   0%        
h88->h340                       0.016     24.205     2095.926   0%        
h89->h341                       0.015     30.078     2343.031   0%        
h90->h342                       0.015     25.857     2315.015   0%        
h91->h343                       0.014     28.936     2318.456   0%        
h92->h344                       0.016     23.845     2039.475   0%        
h93->h345                       0.016     30.146     2349.924   0%        
h94->h346                       0.014     29.111     2335.343   0%        
h95->h347                       0.016     26.123     2319.497   0%        
h96->h348                       0.015     28.699     2318.392   0%        
h97->h349                       0.015     26.679     2335.306   0%        
h98->h350                       0.016     29.851     2335.229   0%        
h99->h351                       0.013     24.346     2114.051   0%        
h100->h352                      0.014     24.274     2112.467   0%        
h101->h353                      0.014     29.333     2339.806   0%        
h102->h354                      0.015     28.550     2335.259   0%        
h103->h355                      0.015     31.820     2359.629   0%        
h104->h356                      0.016     24.284     2112.549   0%        
h105->h357                      0.013     29.215     2307.354   0%        
h106->h358                      0.016     24.242     2082.589   0%        
h107->h359                      0.016     29.894     2342.263   0%        
h108->h360                      0.015     29.318     2335.310   0%        
h109->h361                      0.016     24.219     2111.301   0%        
h110->h362                      0.014     30.077     2339.772   0%        
h111->h363                      0.016     26.320     2311.214   0%        
h112->h364                      0.015     26.471     2343.514   0%        
h113->h365                      0.014     21.262     2065.948   0%        
h114->h366                      0.015     26.429     2307.342   0%        
h115->h367                      0.014     30.154     2349.669   0%        
h116->h368                      0.014     30.097     2342.995   0%        
h117->h369                      0.014     31.970     2414.162   0%        
h118->h370                      0.014     29.050     2339.779   0%        
h119->h371                      0.014     29.098     2335.273   0%        
h120->h372                      0.016     30.220     2345.623   0%        
h121->h373                      0.016     24.122     2121.660   0%        
h122->h374                      0.014     23.991     2114.137   0%        
h123->h375                      0.014     29.660     2350.069   0%        
h124->h376                      0.015     28.766     2342.261   0%        
h125->h377                      0.014     33.519     2468.378   0%        
h126->h378                      0.015     29.387     2342.995   0%        
h127->h379                      0.014     32.601     2461.404   0%        
h128->h380                      0.014     24.072     2128.066   0%        
h129->h381                      0.014     28.986     2342.309   0%        
h130->h382                      0.014     28.720     2343.015   0%        
h131->h383                      0.014     24.298     2116.375   0%        
h132->h384                      0.015     24.355     2116.350   0%        
h133->h385                      0.016     25.155     2120.469   0%        
h134->h386                      0.016     29.445     2342.974   0%        
h135->h387                      0.015     29.483     2346.300   0%        
h136->h388                      0.016     28.823     2342.273   0%        
h137->h389                      0.015     28.825     2342.976   0%        
h138->h390                      0.014     24.248     2116.281   0%        
h139->h391                      0.015     32.714     2449.713   0%        
h140->h392                      0.016     33.522     2446.992   0%        
h141->h393                      0.015     24.506     2116.320   0%        
h142->h394                      0.016     24.261     2120.378   0%        
h143->h395                      0.015     32.431     2429.117   0%        
h144->h396                      0.014     28.987     2342.991   0%        
h145->h397                      0.014     30.053     2356.071   0%        
h146->h398                      0.015     29.264     2338.579   0%        
h147->h399                      0.016     30.425     2409.292   0%        
h148->h400                      0.014     39.245     2815.075   0%        
h149->h401                      0.014     36.198     2606.839   0%        
h150->h402                      0.015     35.892     2581.857   0%        
h151->h403                      0.015     30.630     2495.910   0%        
h152->h404                      0.017     28.951     2342.141   0%        
h153->h405                      0.015     29.890     2356.860   0%        
h154->h406                      0.014     35.905     2579.385   0%        
h155->h407                      0.014     34.471     2521.187   0%        
h156->h408                      0.014     29.998     2356.253   0%        
h157->h409                      0.013     39.113     2796.628   0%        
h158->h410                      0.015     30.019     2413.011   0%        
h159->h411                      0.015     29.229     2349.974   0%        
h160->h412                      0.015     30.078     2419.102   0%        
h161->h413                      0.014     36.216     2605.432   0%        
h162->h414                      0.014     36.003     2612.121   0%        
h163->h415                      0.013     39.159     2804.415   0%        
h164->h416                      0.015     35.762     2545.369   0%        
h165->h417                      0.014     34.091     2486.221   0%        
h166->h418                      0.015     29.384     2353.675   0%        
h167->h419                      0.014     29.745     2350.020   0%        
h168->h420                      0.015     36.002     2582.343   0%        
h169->h421                      0.014     37.184     2653.589   0%        
h170->h422                      0.014     30.691     2460.555   0%        
h171->h423                      0.014     30.532     2397.021   0%        
h172->h424                      0.016     37.376     2653.768   0%        
h173->h425                      0.014     29.537     2356.127   0%        
h174->h426                      0.014     29.593     2349.674   0%        
h175->h427                      0.013     30.169     2397.117   0%        
h176->h428                      0.016     29.777     2360.537   0%        
h177->h429                      0.015     30.641     2464.234   0%        
h178->h430                      0.012     39.325     2816.359   0%        
h179->h431                      0.014     30.822     2464.509   0%        
h180->h432                      0.015     30.202     2364.667   0%        
h181->h433                      0.015     29.462     2355.261   0%        
h182->h434                      0.016     30.437     2456.688   0%        
h183->h435                      0.016     29.889     2399.185   0%        
h184->h436                      0.017     29.269     2350.067   0%        
h185->h437                      0.013     29.536     2355.284   0%        
h186->h438                      0.015     29.980     2404.895   0%        
h187->h439                      0.014     39.315     2809.983   0%        
h188->h440                      0.015     37.261     2646.166   0%        
h189->h441                      0.013     29.904     2397.116   0%        
h190->h442                      0.015     37.300     2650.923   0%        
h191->h443                      0.014     39.280     2816.178   0%        
h192->h444                      0.014     37.294     2643.715   0%        
h193->h445                      0.014     40.123     2841.554   0%        
h194->h446                      0.014     35.963     2568.801   0%        
h195->h447                      0.015     29.441     2350.067   0%        
h196->h448                      0.012     33.939     2495.056   0%        
h197->h449                      0.013     31.828     2413.224   0%        
h198->h450                      0.015     33.993     2486.980   0%        
h199->h451                      0.014     30.071     2417.289   0%        
h200->h452                      0.015     35.992     2568.841   0%        
h201->h453                      0.015     37.760     2722.482   0%        
h202->h454                      0.014     29.498     2359.413   0%        
h203->h455                      0.014     33.878     2461.790   0%        
h204->h456                      0.013     29.715     2354.022   0%        
h205->h457                      0.015     33.771     2494.962   0%        
h206->h458                      0.014     35.845     2560.523   0%        
h207->h459                      0.014     37.738     2723.887   0%        
h208->h460                      0.014     35.995     2576.323   0%        
h209->h461                      0.014     30.472     2417.262   0%        
h210->h462                      0.013     40.175     2838.437   0%        
h211->h463                      0.015     33.903     2491.206   0%        
h212->h464                      0.014     30.101     2365.748   0%        
h213->h465                      0.014     36.004     2569.848   0%        
h214->h466                      0.015     29.821     2354.049   0%        
h215->h467                      0.016     37.786     2719.417   0%        
h216->h468                      0.013     30.101     2407.206   0%        
h217->h469                      0.015     34.273     2477.549   0%        
h218->h470                      0.015     40.151     2848.592   0%        
h219->h471                      0.014     33.882     2448.251   0%        
h220->h472                      0.016     34.081     2463.809   0%        
h221->h473                      0.013     30.182     2360.595   0%        
h222->h474                      0.015     30.459     2381.133   0%        
h223->h475                      0.014     42.518     3019.817   0%        
h224->h476                      0.015     38.880     2750.840   0%        
h225->h477                      0.015     35.825     2558.502   0%        
h226->h478                      0.014     40.075     2841.308   0%        
h227->h479                      0.014     36.046     2568.798   0%        
h228->h480                      0.014     34.200     2461.214   0%        
h229->h481                      0.015     34.115     2477.351   0%        
h230->h482                      0.015     30.527     2381.118   0%        
h231->h483                      0.015     30.500     2384.842   0%        
h232->h484                      0.013     35.880     2570.362   0%        
h233->h485                      0.014     38.884     2754.500   0%        
h234->h486                      0.014     38.875     2759.438   0%        
h235->h487                      0.014     40.135     2856.373   0%        
h236->h488                      0.015     40.139     2856.573   0%        
h237->h489                      0.015     35.875     2568.142   0%        
h238->h490                      0.015     36.079     2568.758   0%        
h239->h491                      0.015     38.873     2758.601   0%        
h240->h492                      0.014     40.186     2843.423   0%        
h241->h493                      0.016     32.442     2407.569   0%        
h242->h494                      0.013     29.946     2368.420   0%        
h243->h495                      0.014     30.096     2364.452   0%        
h244->h496                      0.015     30.095     2365.928   0%        
h245->h497                      0.015     37.371     2675.270   0%        
h246->h498                      0.013     32.588     2401.978   0%        
h247->h499                      0.013     30.454     2371.996   0%        
h248->h500                      0.014     32.224     2375.216   0%        
h249->h501                      0.014     37.476     2672.069   0%        
h250->h502                      0.016     30.378     2364.461   0%        
h251->h503                      0.014     30.562     2367.658   0%        
h252->h504                      0.014     37.523     2680.266   0%        

Topology mean RTT : 27.124 ms  (across 252 pairs)
