=== ICMP Latency Summary (RFC 8456 §5.1.2) ===
Topology : Large (~500+ hosts, 48-port switches)   Pairs: 252

Pair                           Min(ms)    Avg(ms)    Max(ms)    Loss(%)   
h56->h308                       0.013     11.424     1324.661   0%        
h57->h309                       0.014     12.203     1472.052   0%        
h58->h310                       0.013     12.249     1477.102   0%        
h59->h311                       0.013     12.248     1477.408   0%        
h60->h312                       0.014     11.413     1333.327   0%        
h61->h313                       0.013     9.838      1277.798   0%        
h62->h314                       0.016     11.700     1397.047   0%        
h63->h315                       0.013     11.313     1311.174   0%        
h64->h316                       0.015     9.174      1170.093   0%        
h65->h317                       0.014     11.841     1415.044   0%        
h66->h318                       0.015     9.238      1195.369   0%        
h67->h319                       0.014     12.194     1474.198   0%        
h68->h320                       0.015     9.805      1284.582   0%        
h69->h321                       0.014     9.790      1276.220   0%        
h70->h322                       0.015     13.932     1548.117   0%        
h71->h323                       0.013     12.204     1472.832   0%        
h72->h324                       0.015     12.217     1479.990   0%        
h73->h325                       0.013     12.135     1452.050   0%        
h74->h326                       0.013     11.943     1431.479   0%        
h75->h327                       0.015     11.851     1416.086   0%        
h76->h328                       0.013     12.083     1432.936   0%        
h77->h329                       0.015     12.117     1462.170   0%        
h78->h330                       0.014     12.008     1432.817   0%        
h79->h331                       0.013     12.161     1459.298   0%        
h80->h332                       0.014     14.048     1554.396   0%        
h81->h333                       0.014     12.169     1460.481   0%        
h82->h334                       0.014     13.665     1502.423   0%        
h83->h335                       0.014     13.654     1501.471   0%        
h84->h336                       0.014     13.854     1530.846   0%        
h85->h337                       0.014     12.106     1456.421   0%        
h86->h338                       0.014     14.132     1573.693   0%        
h87->h339                       0.013     12.186     1476.869   0%        
h88->h340                       0.013     12.216     1470.366   0%        
h89->h341                       0.014     14.110     1571.818   0%        
h90->h342                       0.014     13.811     1528.961   0%        
h91->h343                       0.014     14.058     1565.142   0%        
h92->h344                       0.014     14.138     1561.176   0%        
h93->h345                       0.013     14.060     1565.889   0%        
h94->h346                       0.015     12.114     1465.058   0%        
h95->h347                       0.013     13.795     1522.173   0%        
h96->h348                       0.014     14.114     1565.655   0%        
h97->h349                       0.015     14.917     1669.704   0%        
h98->h350                       0.013     14.900     1673.644   0%        
h99->h351                       0.015     12.203     1474.672   0%        
h100->h352                      0.014     13.842     1538.513   0%        
h101->h353                      0.013     15.460     1663.425   0%        
h102->h354                      0.013     13.959     1538.060   0%        
h103->h355                      0.013     14.010     1563.971   0%        
h104->h356                      0.013     17.169     1736.934   0%        
h105->h357                      0.013     15.473     1667.455   0%        
h106->h358                      0.014     15.546     1668.392   0%        
h107->h359                      0.014     17.163     1734.798   0%        
h108->h360                      0.013     17.065     1735.623   0%        
h109->h361                      0.014     14.958     1669.719   0%        
h110->h362                      0.014     18.098     1755.962   0%        
h111->h363                      0.014     13.997     1563.856   0%        
h112->h364                      0.015     15.726     1692.078   0%        
h113->h365                      0.015     13.806     1524.885   0%        
h114->h366                      0.015     15.372     1657.873   0%        
h115->h367                      0.014     15.673     1689.882   0%        
h116->h368                      0.013     18.046     1737.358   0%        
h117->h369                      0.013     15.432     1666.187   0%        
h118->h370                      0.015     18.095     1754.305   0%        
h119->h371                      0.015     15.405     1666.119   0%        
h120->h372                      0.015     18.127     1759.716   0%        
h121->h373                      0.013     13.949     1544.406   0%        
h122->h374                      0.013     15.056     1666.030   0%        
h123->h375                      0.014     13.672     1504.410   0%        
h124->h376                      0.013     18.179     1755.295   0%        
h125->h377                      0.012     13.734     1499.793   0%        
h126->h378                      0.014     13.791     1503.932   0%        
h127->h379                      0.014     13.842     1526.521   0%        
h128->h380                      0.013     13.840     1521.582   0%        
h129->h381                      0.014     13.943     1544.368   0%        
h130->h382                      0.014     15.754     1679.289   0%        
h131->h383                      0.013     18.079     1749.568   0%        
h132->h384                      0.014     13.901     1537.677   0%        
h133->h385                      0.013     15.082     1662.419   0%        
h134->h386                      0.014     17.126     1745.936   0%        
h135->h387                      0.014     15.173     1687.569   0%        
h136->h388                      0.014     17.047     1722.778   0%        
h137->h389                      0.015     17.131     1728.144   0%        
h138->h390                      0.013     18.567     1829.804   0%        
h139->h391                      0.013     15.149     1669.686   0%        
h140->h392                      0.015     18.414     1800.811   0%        
h141->h393                      0.013     17.169     1744.405   0%        
h142->h394                      0.014     14.917     1653.959   0%        
h143->h395                      0.014     18.298     1798.614   0%        
h144->h396                      0.013     18.511     1825.806   0%        
h145->h397                      0.013     15.180     1672.442   0%        
h146->h398                      0.016     13.832     1520.180   0%        
h147->h399                      0.013     20.104     1925.693   0%        
h148->h400                      0.015     20.067     1931.124   0%        
h149->h401                      0.016     15.239     1702.775   0%        
h150->h402                      0.013     20.095     1938.859   0%        
h151->h403                      0.013     18.639     1841.627   0%        
h152->h404                      0.014     17.295     1765.294   0%        
h153->h405                      0.014     15.279     1706.983   0%        
h154->h406                      0.015     17.165     1751.833   0%        
h155->h407                      0.016     17.170     1732.368   0%        
h156->h408                      0.014     15.150     1672.407   0%        
h157->h409                      0.014     15.657     1707.256   0%        
h158->h410                      0.014     18.292     1791.797   0%        
h159->h411                      0.014     20.080     1930.533   0%        
h160->h412                      0.013     19.878     1920.386   0%        
h161->h413                      0.015     16.918     1710.833   0%        
h162->h414                      0.014     18.303     1775.133   0%        
h163->h415                      0.014     20.000     1920.384   0%        
h164->h416                      0.013     18.203     1774.345   0%        
h165->h417                      0.013     18.261     1790.107   0%        
h166->h418                      0.014     19.875     1913.866   0%        
h167->h419                      0.013     14.923     1687.643   0%        
h168->h420                      0.014     20.012     1918.696   0%        
h169->h421                      0.014     19.957     1928.423   0%        
h170->h422                      0.015     15.296     1723.048   0%        
h171->h423                      0.015     15.244     1710.929   0%        
h172->h424                      0.014     18.454     1821.952   0%        
h173->h425                      0.014     15.803     1719.540   0%        
h174->h426                      0.015     20.008     1932.107   0%        
h175->h427                      0.015     18.449     1831.938   0%        
h176->h428                      0.014     20.062     1936.421   0%        
h177->h429                      0.015     19.988     1932.317   0%        
h178->h430                      0.014     20.033     1937.217   0%        
h179->h431                      0.013     18.469     1827.434   0%        
h180->h432                      0.014     15.296     1711.197   0%        
h181->h433                      0.013     15.277     1719.512   0%        
h182->h434                      0.015     17.001     1723.073   0%        
h183->h435                      0.014     17.067     1716.959   0%        
h184->h436                      0.014     16.939     1711.165   0%        
h185->h437                      0.013     17.046     1728.395   0%        
h186->h438                      0.014     20.142     1937.425   0%        
h187->h439                      0.013     20.166     1959.058   0%        
h188->h440                      0.013     20.232     1969.140   0%        
h189->h441                      0.026     20.243     1966.238   0%        
h190->h442                      0.013     20.001     1955.261   0%        
h191->h443                      0.014     18.510     1833.391   0%        
h192->h444                      0.016     18.530     1847.171   0%        
h193->h445                      0.012     20.298     1973.515   0%        
h194->h446                      0.015     15.266     1720.934   0%        
h195->h447                      0.013     17.100     1726.419   0%        
h196->h448                      0.013     17.007     1720.918   0%        
h197->h449                      0.013     18.718     1844.982   0%        
h198->h450                      0.014     17.023     1723.165   0%        
h199->h451                      0.012     17.035     1731.264   0%        
h200->h452                      0.013     17.093     1723.256   0%        
h201->h453                      0.014     20.253     1971.183   0%        
h202->h454                      0.013     20.337     1979.314   0%        
h203->h455                      0.014     18.898     1876.779   0%        
h204->h456                      0.014     20.209     1969.047   0%        
h205->h457                      0.014     20.218     1970.210   0%        
h206->h458                      0.015     18.419     1815.124   0%        
h207->h459                      0.013     20.253     1963.604   0%        
h208->h460                      0.014     20.563     2033.279   0%        
h209->h461                      0.012     18.479     1825.114   0%        
h210->h462                      0.014     21.038     2036.789   0%        
h211->h463                      0.014     18.413     1819.209   0%        
h212->h464                      0.014     19.014     1902.343   0%        
h213->h465                      0.013     18.977     1886.952   0%        
h214->h466                      0.013     20.194     1962.570   0%        
h215->h467                      0.012     21.400     2078.244   0%        
h216->h468                      0.013     19.790     1900.080   0%        
h217->h469                      0.014     20.691     2044.053   0%        
h218->h470                      0.014     19.021     1903.918   0%        
h219->h471                      0.014     18.493     1829.439   0%        
h220->h472                      0.012     18.687     1851.271   0%        
h221->h473                      0.015     15.846     1732.475   0%        
h222->h474                      0.013     19.867     1921.678   0%        
h223->h475                      0.014     19.820     1923.224   0%        
h224->h476                      0.014     21.394     2082.748   0%        
h225->h477                      0.014     18.548     1843.838   0%        
h226->h478                      0.013     18.704     1851.652   0%        
h227->h479                      0.015     22.055     2135.309   0%        
h228->h480                      0.015     21.976     2122.676   0%        
h229->h481                      0.013     20.470     2010.359   0%        
h230->h482                      0.014     21.366     2068.975   0%        
h231->h483                      0.015     19.801     1900.246   0%        
h232->h484                      0.013     19.822     1928.819   0%        
h233->h485                      0.013     21.439     2089.214   0%        
h234->h486                      0.013     21.034     2025.205   0%        
h235->h487                      0.012     21.366     2065.657   0%        
h236->h488                      0.015     21.200     2037.026   0%        
h237->h489                      0.014     21.326     2057.242   0%        
h238->h490                      0.015     21.068     2043.227   0%        
h239->h491                      0.014     18.413     1816.335   0%        
h240->h492                      0.014     21.214     2055.599   0%        
h241->h493                      0.012     18.105     1739.215   0%        
h242->h494                      0.015     18.914     1878.337   0%        
h243->h495                      0.014     18.515     1825.181   0%        
h244->h496                      0.013     18.792     1860.326   0%        
h245->h497                      0.015     18.280     1769.864   0%        
h246->h498                      0.015     18.228     1768.974   0%        
h247->h499                      0.013     19.960     1937.778   0%        
h248->h500                      0.013     18.524     1841.951   0%        
h249->h501                      0.015     19.849     1916.379   0%        
h250->h502                      0.015     18.922     1886.754   0%        
h251->h503                      0.014     19.868     1931.009   0%        
h252->h504                      0.014     19.950     1932.620   0%        

Topology mean RTT : 14.900 ms  (across 252 pairs)
