=== ICMP Latency Summary (RFC 8456 §5.1.2) ===
Topology : Large (~500+ hosts, 48-port switches)   Pairs: 252

Pair                           Min(ms)    Avg(ms)    Max(ms)    Loss(%)   
h39->h291                       0.016     9.685      1236.347   0%        
h40->h292                       0.017     9.909      1263.964   0%        
h41->h293                       0.015     10.065     1299.082   0%        
h42->h294                       0.016     11.879     1367.843   0%        
h43->h295                       0.014     11.926     1370.426   0%        
h44->h296                       0.015     10.048     1287.648   0%        
h45->h297                       0.015     11.922     1369.630   0%        
h46->h298                       0.016     12.006     1394.523   0%        
h47->h299                       0.015     12.545     1471.230   0%        
h48->h300                       0.014     9.943      1263.496   0%        
h49->h301                       0.016     12.495     1467.373   0%        
h50->h302                       0.015     12.535     1471.190   0%        
h51->h303                       0.013     12.154     1428.456   0%        
h52->h304                       0.016     9.999      1284.056   0%        
h53->h305                       0.016     14.801     1581.593   0%        
h54->h306                       0.014     14.742     1581.713   0%        
h55->h307                       0.016     12.269     1442.397   0%        
h56->h308                       0.014     12.515     1468.369   0%        
h57->h309                       0.016     12.520     1475.991   0%        
h58->h310                       0.015     12.484     1478.439   0%        
h59->h311                       0.016     14.756     1577.299   0%        
h60->h312                       0.016     12.473     1468.994   0%        
h61->h313                       0.016     11.859     1381.047   0%        
h62->h314                       0.015     12.668     1480.362   0%        
h63->h315                       0.015     12.513     1470.154   0%        
h64->h316                       0.015     16.483     1787.296   0%        
h65->h317                       0.014     11.904     1385.328   0%        
h66->h318                       0.015     14.426     1519.554   0%        
h67->h319                       0.015     11.971     1397.360   0%        
h68->h320                       0.015     14.525     1532.806   0%        
h69->h321                       0.015     11.953     1384.099   0%        
h70->h322                       0.015     12.120     1425.403   0%        
h71->h323                       0.014     15.225     1636.741   0%        
h72->h324                       0.016     14.941     1600.548   0%        
h73->h325                       0.016     14.222     1499.738   0%        
h74->h326                       0.016     14.271     1490.829   0%        
h75->h327                       0.015     14.869     1587.878   0%        
h76->h328                       0.015     14.224     1498.790   0%        
h77->h329                       0.014     14.761     1584.066   0%        
h78->h330                       0.014     14.827     1583.702   0%        
h79->h331                       0.015     12.557     1478.224   0%        
h80->h332                       0.015     14.456     1543.920   0%        
h81->h333                       0.015     15.537     1673.291   0%        
h82->h334                       0.015     14.233     1499.614   0%        
h83->h335                       0.017     14.617     1542.752   0%        
h84->h336                       0.013     14.750     1568.132   0%        
h85->h337                       0.014     14.838     1564.523   0%        
h86->h338                       0.016     15.538     1659.747   0%        
h87->h339                       0.016     15.562     1662.471   0%        
h88->h340                       0.014     14.571     1547.489   0%        
h89->h341                       0.015     14.802     1543.928   0%        
h90->h342                       0.015     18.564     1804.652   0%        
h91->h343                       0.015     14.791     1549.903   0%        
h92->h344                       0.014     15.545     1658.565   0%        
h93->h345                       0.016     18.566     1801.491   0%        
h94->h346                       0.016     14.771     1545.770   0%        
h95->h347                       0.015     9.841      1247.137   0%        
h96->h348                       0.014     15.522     1666.831   0%        
h97->h349                       0.015     14.875     1566.451   0%        
h98->h350                       0.015     16.393     1710.460   0%        
h99->h351                       0.017     21.519     1921.803   0%        
h100->h352                      0.014     15.023     1591.800   0%        
h101->h353                      0.016     14.883     1566.906   0%        
h102->h354                      0.015     17.777     1710.375   0%        
h103->h355                      0.016     12.844     1477.181   0%        
h104->h356                      0.015     18.442     1795.569   0%        
h105->h357                      0.017     19.702     1849.754   0%        
h106->h358                      0.015     16.416     1715.196   0%        
h107->h359                      0.016     18.519     1795.660   0%        
h108->h360                      0.016     14.946     1589.797   0%        
h109->h361                      0.014     18.365     1804.877   0%        
h110->h362                      0.014     16.287     1698.384   0%        
h111->h363                      0.015     19.809     1860.083   0%        
h112->h364                      0.015     14.509     1536.914   0%        
h113->h365                      0.014     19.697     1826.141   0%        
h114->h366                      0.015     16.336     1715.155   0%        
h115->h367                      0.016     21.558     1940.047   0%        
h116->h368                      0.016     18.255     1804.895   0%        
h117->h369                      0.015     18.265     1772.944   0%        
h118->h370                      0.016     19.655     1827.814   0%        
h119->h371                      0.015     16.325     1698.368   0%        
h120->h372                      0.016     19.831     1872.113   0%        
h121->h373                      0.016     14.487     1525.837   0%        
h122->h374                      0.017     12.600     1476.292   0%        
h123->h375                      0.017     14.838     1570.744   0%        
h124->h376                      0.016     14.944     1576.446   0%        
h125->h377                      0.015     12.554     1472.036   0%        
h126->h378                      0.018     15.062     1616.180   0%        
h127->h379                      0.016     19.793     1840.749   0%        
h128->h380                      0.015     18.308     1778.719   0%        
h129->h381                      0.015     18.495     1796.171   0%        
h130->h382                      0.016     14.993     1608.516   0%        
h131->h383                      0.015     19.924     1855.727   0%        
h132->h384                      0.015     14.880     1564.745   0%        
h133->h385                      0.014     17.976     1774.520   0%        
h134->h386                      0.016     18.112     1772.861   0%        
h135->h387                      0.015     19.717     1828.827   0%        
h136->h388                      0.016     18.219     1768.962   0%        
h137->h389                      0.015     19.638     1813.465   0%        
h138->h390                      0.015     20.180     1871.833   0%        
h139->h391                      0.017     12.606     1472.935   0%        
h140->h392                      0.017     12.632     1425.803   0%        
h141->h393                      0.016     12.572     1470.093   0%        
h142->h394                      0.016     20.033     1853.109   0%        
h143->h395                      0.014     19.915     1849.559   0%        
h144->h396                      0.014     20.312     1882.217   0%        
h145->h397                      0.016     22.131     2012.590   0%        
h146->h398                      0.017     15.122     1613.778   0%        
h147->h399                      0.017     22.053     2005.538   0%        
h148->h400                      0.017     15.124     1612.210   0%        
h149->h401                      0.013     14.700     1547.243   0%        
h150->h402                      0.015     21.906     1965.107   0%        
h151->h403                      0.016     18.404     1846.624   0%        
h152->h404                      0.015     18.405     1841.767   0%        
h153->h405                      0.012     21.535     1923.694   0%        
h154->h406                      0.015     21.885     1964.120   0%        
h155->h407                      0.017     20.072     1865.698   0%        
h156->h408                      0.013     21.561     1936.798   0%        
h157->h409                      0.016     18.394     1846.624   0%        
h158->h410                      0.013     19.869     1859.792   0%        
h159->h411                      0.016     19.837     1846.630   0%        
h160->h412                      0.015     22.242     2027.065   0%        
h161->h413                      0.015     18.389     1846.594   0%        
h162->h414                      0.015     19.881     1860.139   0%        
h163->h415                      0.016     22.052     2030.940   0%        
h164->h416                      0.014     20.063     1871.828   0%        
h165->h417                      0.014     15.066     1605.609   0%        
h166->h418                      0.016     18.422     1846.640   0%        
h167->h419                      0.014     14.665     1541.372   0%        
h168->h420                      0.015     22.138     2016.365   0%        
h169->h421                      0.015     24.434     2138.282   0%        
h170->h422                      0.014     23.471     2100.274   0%        
h171->h423                      0.015     20.161     1877.270   0%        
h172->h424                      0.016     22.301     2048.105   0%        
h173->h425                      0.015     22.510     2060.728   0%        
h174->h426                      0.016     19.998     1863.418   0%        
h175->h427                      0.015     22.297     2040.323   0%        
h176->h428                      0.017     24.453     2166.382   0%        
h177->h429                      0.016     22.443     2054.088   0%        
h178->h430                      0.013     20.103     1863.130   0%        
h179->h431                      0.014     22.480     2057.244   0%        
h180->h432                      0.015     24.526     2170.966   0%        
h181->h433                      0.015     22.301     2047.387   0%        
h182->h434                      0.014     19.788     1856.507   0%        
h183->h435                      0.015     18.374     1841.657   0%        
h184->h436                      0.017     22.015     2009.311   0%        
h185->h437                      0.016     22.101     2040.188   0%        
h186->h438                      0.016     19.894     1865.710   0%        
h187->h439                      0.015     18.393     1841.683   0%        
h188->h440                      0.014     24.657     2200.118   0%        
h189->h441                      0.013     22.520     2073.636   0%        
h190->h442                      0.014     22.557     2066.671   0%        
h191->h443                      0.015     24.022     2185.583   0%        
h192->h444                      0.015     22.557     2070.231   0%        
h193->h445                      0.015     21.453     1912.158   0%        
h194->h446                      0.015     20.032     1856.500   0%        
h195->h447                      0.015     22.570     2066.340   0%        
h196->h448                      0.017     20.079     1872.249   0%        
h197->h449                      0.016     22.314     2037.411   0%        
h198->h450                      0.016     22.344     2034.075   0%        
h199->h451                      0.015     20.172     1872.773   0%        
h200->h452                      0.014     22.604     2074.326   0%        
h201->h453                      0.015     24.569     2189.113   0%        
h202->h454                      0.015     20.374     1914.467   0%        
h203->h455                      0.015     23.894     2166.746   0%        
h204->h456                      0.014     23.799     2124.704   0%        
h205->h457                      0.015     23.531     2108.325   0%        
h206->h458                      0.015     24.700     2228.506   0%        
h207->h459                      0.014     21.541     1925.531   0%        
h208->h460                      0.013     24.326     2126.570   0%        
h209->h461                      0.017     23.422     2096.689   0%        
h210->h462                      0.015     24.644     2210.812   0%        
h211->h463                      0.015     24.589     2209.441   0%        
h212->h464                      0.015     21.447     1906.847   0%        
h213->h465                      0.016     24.633     2207.323   0%        
h214->h466                      0.016     22.358     2037.126   0%        
h215->h467                      0.012     23.464     2109.435   0%        
h216->h468                      0.013     21.720     1940.077   0%        
h217->h469                      0.015     24.444     2161.930   0%        
h218->h470                      0.015     21.808     1963.682   0%        
h219->h471                      0.016     22.624     2071.704   0%        
h220->h472                      0.014     21.911     1957.033   0%        
h221->h473                      0.014     22.009     1990.998   0%        
h222->h474                      0.015     24.272     2134.842   0%        
h223->h475                      0.016     22.559     2074.443   0%        
h224->h476                      0.015     24.570     2195.411   0%        
h225->h477                      0.015     24.773     2233.723   0%        
h226->h478                      0.015     24.931     2245.083   0%        
h227->h479                      0.014     22.053     1996.690   0%        
h228->h480                      0.016     24.780     2232.372   0%        
h229->h481                      0.016     24.673     2202.530   0%        
h230->h482                      0.017     22.454     2049.939   0%        
h231->h483                      0.016     12.706     1489.058   0%        
h232->h484                      0.016     13.126     1481.363   0%        
h233->h485                      0.017     24.638     2204.069   0%        
h234->h486                      0.016     23.444     2100.365   0%        
h235->h487                      0.016     22.482     2046.942   0%        
h236->h488                      0.016     24.380     2151.299   0%        
h237->h489                      0.014     24.698     2227.499   0%        
h238->h490                      0.015     24.742     2244.563   0%        
h239->h491                      0.014     24.470     2189.878   0%        
h240->h492                      0.015     22.503     2046.190   0%        
h241->h493                      0.014     21.416     1899.985   0%        
h242->h494                      0.014     21.552     1925.029   0%        
h243->h495                      0.013     22.032     2011.344   0%        
h244->h496                      0.015     19.896     1883.637   0%        
h245->h497                      0.016     20.141     1879.856   0%        
h246->h498                      0.015     22.603     2067.876   0%        
h247->h499                      0.014     22.122     2019.270   0%        
h248->h500                      0.014     21.942     1982.248   0%        
h249->h501                      0.016     21.723     1934.141   0%        
h250->h502                      0.018     23.296     2070.723   0%        
h251->h503                      0.016     21.527     1926.506   0%        
h252->h504                      0.013     20.410     1904.815   0%        

Topology mean RTT : 17.131 ms  (across 252 pairs)
