=== ICMP Latency Summary (RFC 8456 §5.1.2) ===
Topology : Large (~500+ hosts, 48-port switches)   Pairs: 252

Pair                           Min(ms)    Avg(ms)    Max(ms)    Loss(%)   
h101->h353                      0.016     20.846     1970.006   0%        
h102->h354                      0.015     21.137     1958.858   0%        
h103->h355                      0.015     20.623     1980.499   0%        
h104->h356                      0.014     18.574     1764.846   0%        
h105->h357                      0.013     15.367     1599.324   0%        
h106->h358                      0.014     20.570     1980.049   0%        
h107->h359                      0.013     20.788     1969.979   0%        
h108->h360                      0.014     15.506     1606.152   0%        
h109->h361                      0.013     18.671     1742.265   0%        
h110->h362                      0.015     18.639     1764.846   0%        
h111->h363                      0.014     20.903     1977.614   0%        
h112->h364                      0.014     15.382     1606.286   0%        
h113->h365                      0.014     20.649     1975.813   0%        
h114->h366                      0.015     19.265     1823.924   0%        
h115->h367                      0.015     15.622     1612.247   0%        
h116->h368                      0.013     21.151     1955.067   0%        
h117->h369                      0.014     20.850     1965.899   0%        
h118->h370                      0.017     20.747     1965.901   0%        
h119->h371                      0.015     20.799     1969.729   0%        
h120->h372                      0.015     21.172     1953.271   0%        
h121->h373                      0.015     20.776     1966.967   0%        
h122->h374                      0.015     18.675     1847.141   0%        
h123->h375                      0.016     16.950     1830.096   0%        
h124->h376                      0.014     19.210     1856.030   0%        
h125->h377                      0.013     18.640     1838.412   0%        
h126->h378                      0.014     16.994     1830.077   0%        
h127->h379                      0.015     17.036     1838.507   0%        
h128->h380                      0.015     21.272     1957.887   0%        
h129->h381                      0.013     23.172     1982.568   0%        
h130->h382                      0.016     22.740     1958.877   0%        
h131->h383                      0.015     22.683     1958.850   0%        
h132->h384                      0.015     20.993     1958.814   0%        
h133->h385                      0.015     23.050     1981.018   0%        
h134->h386                      0.015     19.114     1846.149   0%        
h135->h387                      0.014     21.058     1969.556   0%        
h136->h388                      0.015     21.157     1969.478   0%        
h137->h389                      0.015     23.551     2050.407   0%        
h138->h390                      0.014     21.218     1961.688   0%        
h139->h391                      0.014     19.272     1879.833   0%        
h140->h392                      0.013     19.199     1866.912   0%        
h141->h393                      0.016     19.158     1866.875   0%        
h142->h394                      0.015     23.761     2085.556   0%        
h143->h395                      0.016     23.875     2078.916   0%        
h144->h396                      0.015     23.737     2076.200   0%        
h145->h397                      0.014     17.035     1862.444   0%        
h146->h398                      0.014     23.683     2049.170   0%        
h147->h399                      0.015     23.977     2097.055   0%        
h148->h400                      0.016     23.766     2081.420   0%        
h149->h401                      0.014     17.053     1844.272   0%        
h150->h402                      0.014     23.940     2096.344   0%        
h151->h403                      0.014     19.267     1883.150   0%        
h152->h404                      0.013     17.072     1866.899   0%        
h153->h405                      0.014     22.675     1961.682   0%        
h154->h406                      0.015     23.868     2110.928   0%        
h155->h407                      0.016     19.245     1883.453   0%        
h156->h408                      0.013     21.179     1954.124   0%        
h157->h409                      0.015     22.990     1973.383   0%        
h158->h410                      0.013     20.696     1954.017   0%        
h159->h411                      0.014     20.802     1960.812   0%        
h160->h412                      0.014     22.855     1972.607   0%        
h161->h413                      0.014     24.139     2134.874   0%        
h162->h414                      0.013     23.328     2012.346   0%        
h163->h415                      0.015     24.185     2132.093   0%        
h164->h416                      0.015     22.861     1958.619   0%        
h165->h417                      0.015     18.846     1887.573   0%        
h166->h418                      0.015     23.476     2035.075   0%        
h167->h419                      0.015     20.733     1958.657   0%        
h168->h420                      0.014     23.130     1995.256   0%        
h169->h421                      0.015     20.718     1953.214   0%        
h170->h422                      0.014     19.413     1879.856   0%        
h171->h423                      0.016     20.914     1953.070   0%        
h172->h424                      0.014     23.193     1977.221   0%        
h173->h425                      0.013     26.721     2262.459   0%        
h174->h426                      0.013     19.353     1879.220   0%        
h175->h427                      0.015     25.271     2144.926   0%        
h176->h428                      0.012     20.833     1952.276   0%        
h177->h429                      0.014     23.229     2012.246   0%        
h178->h430                      0.015     25.216     2152.845   0%        
h179->h431                      0.013     23.262     1989.918   0%        
h180->h432                      0.015     23.431     2036.031   0%        
h181->h433                      0.015     23.121     1981.828   0%        
h182->h434                      0.014     20.703     1953.103   0%        
h183->h435                      0.014     23.392     2028.954   0%        
h184->h436                      0.014     22.949     1975.901   0%        
h185->h437                      0.013     26.461     2234.517   0%        
h186->h438                      0.014     25.165     2138.241   0%        
h187->h439                      0.012     24.100     2095.886   0%        
h188->h440                      0.014     25.199     2137.798   0%        
h189->h441                      0.015     23.383     2027.849   0%        
h190->h442                      0.015     23.136     1998.817   0%        
h191->h443                      0.015     23.567     2035.814   0%        
h192->h444                      0.015     21.037     1949.391   0%        
h193->h445                      0.015     21.209     1952.199   0%        
h194->h446                      0.016     19.313     1926.165   0%        
h195->h447                      0.015     19.358     1925.290   0%        
h196->h448                      0.013     26.306     2199.547   0%        
h197->h449                      0.016     26.265     2194.318   0%        
h198->h450                      0.014     23.305     2006.354   0%        
h199->h451                      0.014     24.062     2076.693   0%        
h200->h452                      0.014     22.633     1944.319   0%        
h201->h453                      0.014     23.293     1996.258   0%        
h202->h454                      0.013     26.270     2197.784   0%        
h203->h455                      0.012     22.753     1947.095   0%        
h204->h456                      0.013     23.697     2053.404   0%        
h205->h457                      0.015     22.920     1971.151   0%        
h206->h458                      0.016     21.124     1947.066   0%        
h207->h459                      0.014     21.204     1947.125   0%        
h208->h460                      0.012     19.394     1925.196   0%        
h209->h461                      0.013     23.252     1988.087   0%        
h210->h462                      0.013     26.399     2219.261   0%        
h211->h463                      0.013     24.002     2080.086   0%        
h212->h464                      0.015     23.315     1992.305   0%        
h213->h465                      0.014     25.217     2136.911   0%        
h214->h466                      0.015     23.294     1994.197   0%        
h215->h467                      0.013     26.407     2223.959   0%        
h216->h468                      0.015     24.259     2138.734   0%        
h217->h469                      0.016     25.400     2149.616   0%        
h218->h470                      0.015     26.831     2287.437   0%        
h219->h471                      0.015     26.851     2298.660   0%        
h220->h472                      0.016     26.777     2275.837   0%        
h221->h473                      0.014     25.402     2149.048   0%        
h222->h474                      0.014     24.106     2074.762   0%        
h223->h475                      0.014     28.335     2406.298   0%        
h224->h476                      0.016     23.775     2054.164   0%        
h225->h477                      0.015     23.762     2067.612   0%        
h226->h478                      0.014     23.644     2069.449   0%        
h227->h479                      0.016     25.119     2131.992   0%        
h228->h480                      0.014     28.083     2378.668   0%        
h229->h481                      0.014     28.386     2415.411   0%        
h230->h482                      0.014     26.857     2287.835   0%        
h231->h483                      0.016     25.253     2131.467   0%        
h232->h484                      0.015     28.360     2416.361   0%        
h233->h485                      0.015     25.260     2131.386   0%        
h234->h486                      0.015     28.463     2420.182   0%        
h235->h487                      0.016     26.800     2293.985   0%        
h236->h488                      0.014     28.320     2410.335   0%        
h237->h489                      0.015     28.335     2405.882   0%        
h238->h490                      0.014     28.383     2417.742   0%        
h239->h491                      0.014     29.119     2461.047   0%        
h240->h492                      0.015     28.341     2420.845   0%        
h241->h493                      0.014     26.486     2244.751   0%        
h242->h494                      0.015     27.668     2333.276   0%        
h243->h495                      0.015     23.864     2066.966   0%        
h244->h496                      0.013     26.450     2244.516   0%        
h245->h497                      0.014     23.426     2033.752   0%        
h246->h498                      0.012     27.704     2328.381   0%        
h247->h499                      0.013     26.346     2218.422   0%        
h248->h500                      0.015     24.114     2114.078   0%        
h249->h501                      0.015     26.680     2260.403   0%        
h250->h502                      0.014     23.508     2033.316   0%        
h251->h503                      0.014     24.137     2114.155   0%        
h252->h504                      0.015     26.531     2244.619   0%        

Topology mean RTT : 18.830 ms  (across 252 pairs)
